bedrooms,bathrooms,sqft_above,floors,sqft_lot15,sqft_living15,sqft_basement
4,2.25,1730,1.0,12650,2150,510
3,1.75,2400,2.0,8200,2290,1200
4,2.5,1960,2.0,6705,1960,0
4,2.5,1820,2.0,3751,1820,0
3,2.25,1400,1.0,11466,2060,560
4,2.25,1320,1.0,11165,2170,430
5,3.5,2890,2.0,5460,3620,810
4,2.5,2350,2.0,11342,2020,560
2,1.0,1090,1.0,5000,1640,180
2,1.0,720,1.0,7200,1440,0
2,1.0,1040,1.0,4000,1250,0
3,1.5,2210,1.5,8422,1250,0
5,2.0,2060,2.0,5000,1770,0
2,1.0,780,1.0,6000,1080,0
4,2.75,1460,1.0,9038,2360,780
2,1.0,800,1.0,4320,1300,0
2,1.5,1590,2.0,6900,1770,850
5,1.0,1460,2.0,10300,1060,0
3,1.0,1150,1.0,8925,1410,0
3,2.75,1470,1.0,14075,1950,1180
2,2.5,1690,2.0,5000,1890,870
3,2.5,1714,2.0,3240,1714,0
3,1.0,900,1.0,12696,1330,430
3,1.75,2050,2.0,9045,1200,0
3,1.0,1810,2.0,9357,1420,0
3,1.75,880,1.0,8190,1400,500
3,2.75,2440,2.0,11913,3490,630
2,1.0,800,1.0,4046,1400,0
4,2.75,2140,2.0,9920,2130,0
3,1.0,1330,1.0,10350,1250,0
3,1.0,1030,1.0,10220,1470,0
3,2.5,1740,2.0,3383,1290,0
3,1.0,1200,1.5,4000,1390,0
3,3.0,960,2.0,1600,1590,530
4,2.5,1890,2.0,5880,2030,0
5,2.25,3060,2.0,10700,3430,0
3,2.75,1530,2.0,12333,2810,1200
3,1.0,810,1.0,4800,1520,0
4,2.0,1120,1.0,11040,1790,1120
3,1.0,1270,1.0,5636,1070,470
4,2.25,1540,1.0,8925,2230,840
4,1.0,770,1.0,9891,1520,770
4,1.75,1610,1.0,11000,2470,730
3,1.75,870,1.0,10790,1840,440
3,1.75,1390,1.0,8188,1240,0
4,2.5,2201,2.0,9542,1990,0
3,2.25,1960,1.0,12632,2800,0
3,2.5,1730,1.0,10474,2820,1120
4,1.75,940,1.0,4080,1410,940
5,2.75,2440,2.0,6858,2300,0
4,2.5,2560,2.0,5800,3040,0
3,1.75,1410,1.0,16290,1970,0
3,2.0,1790,1.5,6466,2310,1080
4,2.5,2620,2.0,7433,2580,0
5,3.0,2970,2.0,10335,2970,0
3,2.5,1400,1.0,7228,1520,380
4,1.5,1110,1.0,8147,1520,130
3,2.5,2160,2.0,4920,1500,0
3,2.5,2040,2.0,4348,2380,0
5,3.5,2570,2.0,5439,3440,560
3,2.5,2350,2.0,4456,2350,0
3,1.75,1570,2.0,16817,1600,0
2,2.0,1520,1.0,5040,1110,0
3,1.0,820,1.0,9225,1320,530
3,1.75,1250,1.0,8480,1740,700
3,1.75,1120,1.0,6250,1530,920
3,2.5,1390,1.5,3030,1180,600
3,1.75,1300,1.0,7650,1450,0
4,2.25,2030,2.0,9900,2190,0
3,1.75,1620,1.5,3388,1410,720
3,2.5,2160,2.0,7600,1830,0
3,2.75,1640,1.0,10000,2450,1130
4,2.0,2030,2.0,9440,1520,0
3,1.0,1440,1.0,12092,2540,0
5,1.75,1010,1.0,7728,1730,720
3,2.5,1450,1.0,7600,2010,650
3,2.5,1800,2.0,6014,1650,0
3,1.0,1090,1.0,8520,1190,0
3,2.5,2040,2.0,10150,2350,0
3,3.5,1880,2.0,5425,1760,390
3,2.5,1730,2.0,6490,1710,0
4,2.5,2480,2.0,14679,2940,0
4,3.5,2580,2.0,5642,2380,900
4,2.0,970,1.0,1404,1160,750
3,1.75,1040,1.0,7813,1280,530
4,2.75,3527,2.0,7200,2490,0
2,1.0,840,1.0,8220,1100,0
2,1.75,1160,1.0,11721,1780,790
4,2.5,1980,2.0,6496,2310,0
2,1.5,1170,2.0,4000,2130,450
4,1.0,1260,1.0,7626,1570,720
2,1.0,1100,1.0,2435,1260,160
4,2.5,1500,1.0,10950,3130,620
3,1.75,1360,1.0,8280,1580,0
4,3.5,2250,2.0,2000,2660,850
2,2.0,2370,1.0,14475,1860,0
2,1.0,1210,1.0,6898,1500,250
4,1.75,990,1.0,10800,2180,990
4,2.5,1930,2.0,7920,1990,0
4,2.5,1970,2.0,7682,1970,0
3,1.0,1180,1.0,13714,2300,0
3,1.0,1280,1.5,3150,1410,0
3,1.75,990,1.0,8400,1660,390
4,3.0,1670,1.0,9940,2330,1070
3,2.75,1260,1.0,11901,2080,760
4,2.5,2835,2.0,6969,2770,0
4,1.75,1520,1.0,10716,1600,0
3,2.5,2190,2.0,7055,2190,0
5,1.75,1680,1.0,8550,1800,0
5,2.0,1720,1.0,9023,2700,0
2,1.0,670,1.0,4500,1210,0
2,3.0,1400,2.0,1462,1460,390
4,1.75,1420,1.0,8028,2500,1020
2,1.0,920,1.0,5029,1230,0
4,1.0,1680,1.5,3745,1740,0
3,2.5,1220,1.0,8200,1820,900
3,1.0,910,1.0,5100,950,0
2,1.0,1000,1.0,4800,1500,0
3,2.5,2340,2.0,4624,2400,0
3,2.0,1180,2.0,1948,1500,0
3,2.5,1480,2.0,7200,1350,0
3,2.75,3060,2.0,11455,3060,0
4,3.5,2030,2.0,4800,1780,1040
3,1.0,1170,1.0,7560,1170,0
5,3.0,1830,1.0,6283,2370,1070
3,2.25,2210,2.0,8000,1990,0
4,2.0,1440,1.0,7750,1440,0
4,1.75,1430,1.0,7920,1870,550
4,2.75,1460,1.0,16088,2060,600
3,2.25,1640,1.5,5304,1560,780
3,3.25,2560,2.0,4080,3110,880
3,1.75,1600,1.0,10407,1510,0
3,2.25,1460,1.0,4590,1900,750
4,1.75,1450,1.0,16000,1930,800
2,1.0,1140,1.0,6500,1610,540
3,1.0,1010,1.0,5376,1700,130
3,1.75,1430,2.0,10450,1900,0
3,1.0,1000,1.0,7140,1540,440
3,1.0,1030,1.0,6696,1620,640
3,1.75,1560,1.0,7904,1600,0
4,1.75,1500,1.0,7344,2100,420
3,2.5,1400,1.0,4400,1060,0
5,2.0,2280,2.0,1800,1740,0
2,1.0,950,1.0,3920,1670,400
3,1.5,1480,1.5,4200,1970,0
4,3.0,1427,3.0,1401,1700,243
4,2.5,3400,2.0,6909,2970,0
3,2.5,2070,2.0,3986,2090,0
2,1.0,880,1.0,5413,1250,250
3,1.75,1510,1.0,7416,1440,0
4,3.5,3110,2.0,4938,2340,0
2,1.0,740,1.0,5100,920,0
3,2.25,1100,1.0,9794,1640,530
4,1.75,2780,2.0,12000,2600,0
3,1.75,1100,1.0,3706,1460,890
4,2.75,2250,2.0,14027,2450,0
4,2.25,2360,2.0,6773,2144,0
3,2.25,1530,2.0,4094,2110,0
2,1.0,1450,2.0,4635,1450,0
3,1.75,1780,1.5,5000,1690,260
4,1.75,2620,1.5,11041,2230,0
2,2.0,1180,2.0,2687,1310,0
3,1.0,1110,1.0,9083,1140,0
3,2.25,1840,2.0,10101,1490,0
4,1.75,1510,1.0,7315,2120,1210
2,1.75,1090,1.0,3426,1360,0
4,1.75,1250,1.0,8100,1910,480
4,1.5,1170,1.0,8846,2380,0
3,2.5,1290,1.0,8000,1960,670
3,2.0,980,1.0,4650,1450,450
3,1.75,820,1.0,7319,1470,600
3,1.0,1220,1.0,9600,1310,0
2,1.0,1070,1.0,5695,1770,0
4,1.75,930,1.0,6000,1590,890
3,3.5,3590,2.0,7305,3230,0
3,1.0,1960,2.0,8324,1850,0
5,3.25,3160,2.0,12042,2360,0
4,2.0,1630,2.0,1340,1350,400
3,1.5,1240,1.0,9600,1570,0
5,2.5,2670,2.0,14455,1810,0
3,1.0,1640,1.0,9147,1680,0
4,2.25,2130,1.0,9600,1710,0
3,2.5,1850,1.5,4954,1700,700
3,1.5,1690,1.5,9858,1570,0
3,3.5,1340,1.0,11026,2580,1010
3,3.5,1180,2.0,1264,1494,240
3,2.25,1170,1.0,8775,1660,400
3,1.75,1600,1.0,14850,2010,0
2,1.0,720,1.0,5120,1357,0
3,1.0,1470,1.0,8050,1720,0
5,3.5,1970,2.0,17281,2980,820
3,1.75,860,1.0,8106,1440,860
3,1.75,1300,1.0,9775,2070,0
4,1.0,1820,1.5,5000,2350,700
4,1.5,1780,1.5,8069,1350,0
3,1.0,1200,1.0,6823,1570,0
4,2.5,2990,2.0,8666,2990,0
5,1.75,1910,2.0,5400,2050,0
3,1.0,1370,1.5,2151,1510,0
3,2.5,1910,2.0,4941,1910,0
4,1.0,1170,1.5,8147,1260,0
3,2.5,1250,3.0,2298,1330,0
3,2.0,1380,2.0,8750,1260,0
4,2.25,1390,1.0,7700,1800,690
3,1.0,1410,2.0,7200,1640,0
4,3.5,2590,2.0,5100,2430,910
2,1.0,840,1.0,5100,920,0
3,1.75,1440,1.0,9600,1740,800
4,2.5,2100,2.0,7779,2090,0
3,1.5,1150,1.0,13000,1680,600
3,2.0,720,1.0,5700,1120,720
3,3.0,1430,3.0,1112,1020,0
4,2.5,1460,1.0,8400,1940,710
3,1.0,1150,1.5,8050,1360,0
4,2.75,2170,1.5,9731,1490,0
4,3.5,1640,1.5,2435,1920,990
3,1.75,1110,1.0,5000,920,600
3,1.0,940,1.0,9375,1270,0
3,1.0,1060,1.0,7700,1570,340
4,1.75,930,1.0,3000,1630,700
2,1.0,1370,1.0,8396,1330,0
4,2.75,1680,1.0,11751,1950,700
5,1.75,2140,1.0,10125,1640,0
4,2.5,1970,2.0,7200,2590,0
3,1.0,1080,1.0,5250,1100,0
3,2.25,2110,2.0,9450,3130,960
2,1.0,900,1.0,6000,1670,570
3,1.0,1320,2.0,5438,1660,0
3,1.0,1210,1.0,6760,1210,0
3,1.5,1860,2.0,5525,1670,0
2,1.0,810,1.0,6000,1920,0
3,1.5,1160,1.0,7475,2320,470
3,1.0,880,1.0,10500,880,0
4,1.75,1010,1.0,9975,1670,650
3,2.25,3440,2.0,11434,3170,0
3,1.75,1440,1.0,10890,1990,670
3,1.0,1060,1.0,10500,1550,0
3,2.5,1900,2.0,9352,2650,0
3,2.5,2050,3.0,7200,2050,0
2,1.5,1090,1.5,4013,1390,0
2,1.5,1090,1.5,4013,1390,0
2,1.5,1060,1.0,6250,2070,860
3,2.5,1870,2.0,7392,1870,0
4,1.75,2690,1.5,7302,1920,0
3,1.75,1260,1.5,3000,1590,900
4,2.5,3000,2.0,9213,3140,0
4,3.0,1610,2.0,3820,1610,680
3,2.75,1830,2.5,4980,2060,420
4,2.25,2130,2.0,8800,2550,0
4,2.5,1920,2.0,10474,1530,0
5,1.75,1740,1.5,10907,2390,700
3,2.25,1440,2.0,3488,1390,0
3,1.0,1780,2.0,7200,1410,0
4,1.75,1350,1.0,4846,1380,140
3,2.0,1060,2.0,2275,1540,340
4,2.5,2150,2.0,11777,1800,0
4,2.0,1910,1.0,15600,1820,0
4,1.75,2080,2.0,4080,2100,580
3,1.75,1650,1.0,10763,1470,0
3,2.0,1380,1.0,6000,1260,600
4,2.75,1370,1.0,7875,1990,1320
3,1.75,860,1.0,4593,1820,520
4,2.25,1520,1.5,4046,1410,980
3,1.75,1590,1.0,7280,1150,0
4,1.5,1100,1.0,4000,2020,0
4,2.5,980,2.0,5027,1460,490
2,2.0,1680,1.0,4800,1570,0
2,2.0,750,1.0,4370,2170,700
4,2.25,1200,1.5,4840,1410,820
4,3.25,1890,1.5,4760,2470,580
3,1.0,1230,1.0,10780,1230,0
4,2.5,1230,1.0,5040,1010,620
2,2.5,2540,2.0,7089,1330,0
3,1.0,970,1.0,8886,1000,0
3,1.5,1070,1.0,6614,1030,0
4,3.0,1870,1.0,16792,2630,750
4,2.75,2110,1.5,8400,2420,0
3,1.75,1280,1.0,8674,1810,830
5,2.0,1020,1.0,7440,1030,890
2,1.0,670,1.0,7218,740,0
3,2.75,1360,1.0,10640,2200,650
2,2.75,1210,1.0,17400,1600,560
3,1.0,1040,1.0,4635,1270,300
3,2.0,1260,1.0,7320,1660,400
4,1.0,1820,1.5,5500,1140,0
3,2.5,2510,2.0,5400,1840,0
3,1.5,1560,1.0,8925,1820,0
4,3.0,1340,1.0,7500,1540,940
4,2.25,2470,2.0,7400,2270,0
3,0.75,1270,1.0,10375,1300,0
4,1.0,1520,1.5,7298,1520,0
3,1.0,1310,1.0,9529,1330,0
3,1.0,1310,1.0,9529,1330,0
3,1.0,990,1.0,8125,1200,0
4,1.75,1040,1.0,14659,1780,1040
2,1.0,960,1.0,5040,1010,0
4,2.5,2750,2.0,13093,2810,0
5,2.75,1880,1.0,15292,2910,1350
2,1.0,990,1.0,4960,990,0
3,1.0,1290,1.5,4850,1290,0
4,2.5,2170,2.0,7528,1430,0
3,1.0,960,1.0,11550,1460,370
3,1.0,1340,1.0,11400,1430,0
3,2.5,2200,2.0,5431,2400,0
4,1.75,1260,1.0,12375,2090,1260
4,1.0,1180,1.5,8976,1580,0
3,1.75,1330,1.0,6240,1950,1330
3,1.75,1250,1.0,7210,1460,0
3,2.5,2270,1.0,8132,2580,0
2,1.0,1080,1.0,6875,2100,0
3,2.25,1620,2.0,4320,1210,0
3,2.0,880,1.0,5000,1420,60
3,1.5,1620,1.0,10640,1610,0
4,2.5,2350,2.0,8001,2460,0
3,1.75,2090,1.0,7416,1510,0
4,1.75,1450,1.0,10920,2440,600
2,1.0,600,1.0,6973,1290,0
2,1.0,1320,1.0,6000,2160,1220
5,3.25,2070,2.0,4000,1940,630
2,2.5,1090,2.0,2550,1410,320
2,2.5,1170,2.0,1407,1350,0
4,2.5,2540,2.0,6776,2810,0
3,1.75,2190,1.5,6000,1610,0
5,3.5,2870,2.0,13261,3080,1020
4,2.5,1100,1.0,9134,1610,930
3,1.0,1350,1.0,7085,1350,0
3,1.5,1310,1.5,4000,1940,630
2,1.0,1000,1.0,4000,1780,260
3,2.0,1400,1.0,6534,2260,1400
5,3.25,2230,1.0,10720,2810,850
3,1.0,840,1.0,4680,920,0
2,1.0,860,1.0,4400,1380,0
4,2.0,1640,1.0,9000,1500,0
2,1.0,1060,1.0,9150,1550,0
2,1.75,1080,1.0,4800,1310,1000
4,2.0,1070,1.0,7980,1550,1020
3,1.0,1240,1.0,3360,1650,0
4,2.0,2030,2.0,7007,1190,0
2,1.0,950,1.0,5250,1510,170
3,2.5,1270,2.0,11700,1270,0
4,2.5,2260,2.0,6381,2450,0
2,2.0,980,1.5,3810,1690,800
3,2.5,1360,1.0,16016,2330,760
3,2.5,2060,2.0,7743,2480,0
2,1.0,1670,1.0,7272,1670,0
3,1.0,1080,1.0,7620,1380,0
2,1.0,710,1.0,6000,1100,500
3,1.0,990,1.0,8625,1120,0
4,2.5,1120,1.0,9400,1520,600
3,2.0,1530,1.0,8749,1750,0
3,1.75,1100,1.0,9452,1350,0
4,2.5,2020,1.5,5450,2300,1000
4,3.0,2070,2.0,5980,2720,1110
4,1.75,1130,1.0,12540,2020,700
3,2.5,1880,1.0,7702,2110,660
3,2.0,960,1.0,4361,2010,810
3,1.75,1470,1.0,7379,1790,0
3,1.0,960,1.0,8231,1110,0
4,3.0,2220,2.0,7950,2240,720
3,1.5,1000,1.0,17420,1610,0
3,1.75,1340,1.0,5779,2280,1110
4,2.5,3310,2.0,5176,3010,0
3,2.5,1670,2.0,2897,1670,0
3,3.0,2990,2.0,15802,1750,0
3,1.5,1240,1.0,5000,1050,0
2,1.0,670,1.0,5040,1240,0
3,1.5,1320,1.0,4400,1350,0
3,1.75,1320,1.0,5800,2530,1120
4,2.5,2900,2.0,6736,2900,0
4,2.75,1480,1.5,5000,1100,830
2,1.0,890,1.0,5413,1300,220
3,1.0,930,1.5,7200,930,0
4,2.25,1620,1.0,8497,2210,800
4,2.25,1730,1.0,5500,2370,1140
3,1.0,1480,1.0,7594,1480,0
3,2.75,1960,1.5,5870,2440,0
3,2.0,1470,1.5,5000,1700,0
3,3.25,2100,2.0,4284,2370,360
4,1.75,980,1.0,7945,1290,980
2,1.5,890,2.0,1086,1160,270
3,2.5,1910,2.0,6099,2460,0
5,2.75,1710,1.5,4800,1670,1010
2,1.0,1020,1.5,5000,1490,0
2,1.0,900,1.0,5100,1400,0
3,1.75,1120,1.0,10414,1250,0
3,1.5,780,1.0,7361,1440,630
4,1.75,1060,1.0,4862,1840,860
4,1.75,1370,1.0,11592,1650,0
3,2.5,1590,2.5,2022,1620,0
4,1.75,1850,1.0,7500,1460,0
3,2.0,830,1.0,5000,1540,600
3,1.75,1460,1.0,9165,2250,480
4,1.0,1270,1.5,4848,1420,0
3,1.5,1080,1.0,7200,1220,300
3,2.5,1720,2.0,4618,2220,0
4,3.25,3360,2.5,5800,3240,300
3,2.25,1870,2.0,3363,1620,0
4,2.0,1510,1.5,4635,1520,720
4,3.0,1220,1.0,6000,1400,800
2,1.0,1450,1.0,6380,1240,0
3,1.75,1630,1.0,11120,1600,0
3,2.5,1340,1.0,7920,1970,500
3,1.5,1620,1.0,7800,2440,0
2,1.5,1340,1.0,7560,1880,500
4,1.0,1040,1.0,4000,1280,1040
4,2.25,1560,1.0,10000,2440,990
3,2.5,2550,2.0,8823,1840,0
2,1.0,1160,1.0,13122,1510,0
4,2.0,780,1.0,5500,1510,980
3,1.75,860,1.0,4410,1720,860
3,2.25,1580,1.0,12430,2500,720
4,1.75,1600,1.0,15026,2170,900
4,2.25,1750,1.5,10127,1750,0
3,2.5,1890,2.0,9794,2080,0
3,2.5,2160,2.0,3968,2160,0
3,1.0,1380,1.0,6594,1610,0
2,1.0,1180,1.0,6000,1600,0
3,2.5,2550,2.0,4240,2550,0
2,1.0,1070,1.0,4000,1400,0
3,2.25,2250,2.0,8170,1310,620
3,2.5,1940,2.0,8875,1860,0
2,1.0,870,1.0,1777,1570,0
3,2.0,1550,2.0,3446,1550,0
3,1.75,1400,1.5,9420,2320,0
3,1.75,1210,1.5,3750,2020,0
3,3.25,3020,2.0,7700,3020,0
2,1.0,950,1.0,7630,1620,0
4,2.75,1970,1.0,6360,2120,1400
4,1.0,780,1.0,4600,1560,680
3,1.5,1640,1.5,3750,1660,100
4,2.0,860,1.0,6413,1280,860
3,1.75,1480,1.0,7500,1480,0
5,2.5,3320,2.0,10269,3060,0
4,2.5,3490,1.5,8400,2540,0
2,1.5,1160,2.0,2351,1458,0
4,1.75,1780,1.0,7560,2040,1230
3,1.0,1030,1.0,8023,1730,0
2,1.0,780,1.0,5110,1430,200
5,1.5,1990,1.0,8658,1860,0
2,1.0,1040,1.0,4000,1310,750
2,1.0,810,1.0,7980,1440,0
4,1.5,1010,1.0,6110,1520,350
3,1.75,1370,1.0,17550,1430,0
4,2.5,2120,2.0,3547,2120,0
3,1.75,1240,1.0,7200,1640,0
3,1.75,1080,1.0,5560,2060,580
2,2.0,1170,1.0,6798,1360,0
4,2.75,1350,1.0,6000,1500,1120
2,1.75,1110,1.0,3816,1510,200
3,2.0,1670,1.0,11337,2210,0
3,1.75,1240,1.0,11853,3110,420
5,3.25,2760,2.0,6317,2820,740
3,2.5,1440,2.0,3819,1890,0
4,2.75,1390,1.0,8794,2160,970
3,3.5,3460,2.0,14825,3350,0
3,1.0,1750,1.0,9600,1400,0
4,1.75,1470,1.5,5400,1480,0
3,1.75,1060,1.0,10950,1180,650
4,2.5,2350,2.0,5772,3010,0
4,2.25,2240,2.0,4559,1780,140
3,2.25,1920,2.0,7210,2170,0
3,1.0,1580,1.0,6000,1580,0
3,2.5,2660,2.0,13367,2660,0
2,1.75,850,1.0,5000,1690,850
4,2.25,2680,2.0,4645,2460,0
4,2.75,1840,1.5,4000,1600,880
2,2.25,1000,2.0,1111,1260,240
4,1.75,910,1.0,7200,1730,800
2,1.0,930,1.0,10176,1370,0
3,2.25,1070,1.0,6364,1430,360
3,2.75,1650,2.0,7620,1320,0
3,2.25,1110,1.0,4612,2190,450
3,2.5,1250,1.0,11475,1380,620
3,2.0,1320,1.0,7500,1420,0
4,2.0,1400,1.5,4690,1400,0
3,1.5,1300,1.0,8319,2000,640
5,2.0,1200,1.5,4000,1330,800
3,1.0,1640,1.5,9065,1500,0
3,1.0,1020,1.0,5500,1870,0
3,1.75,1080,1.0,9100,1280,550
4,1.75,1010,1.0,4158,1440,1010
3,1.75,1530,1.0,7238,1580,0
2,1.0,840,1.0,5150,1930,200
3,1.0,880,1.0,4838,980,0
3,1.0,1400,1.0,7320,1400,0
4,2.5,2600,2.0,6175,1790,0
3,1.75,1190,1.5,3800,1420,400
3,2.25,1280,1.0,8505,2170,330
4,2.0,1390,1.5,5460,1900,0
4,1.75,2360,1.0,11951,2290,0
3,1.0,1440,1.0,10327,2080,0
3,1.75,1100,1.0,5175,1500,300
4,1.75,2010,1.0,11144,2200,0
2,2.25,1860,2.0,4000,2010,690
2,2.5,1240,2.0,3721,1400,0
3,2.25,1460,1.0,7713,1960,630
5,2.5,2770,2.0,8100,2070,0
3,2.5,3560,2.0,11506,3290,0
3,1.0,1240,1.0,4080,2060,0
2,1.75,840,1.0,4080,1980,800
4,3.0,1720,2.0,4505,1590,830
3,1.75,1330,1.0,14374,1330,0
2,1.0,930,1.0,5228,1760,0
3,1.0,1060,2.0,8901,2010,0
3,1.5,1180,1.0,8942,1460,0
4,2.5,1850,2.0,6417,1850,0
2,1.0,820,1.0,4880,1320,0
3,2.0,1150,1.0,7153,1580,700
3,2.0,2240,1.0,12500,2200,0
3,2.25,1860,2.0,11586,1110,0
4,2.75,2390,2.0,6735,1980,0
4,2.5,2040,2.0,5986,1380,0
3,1.5,1640,1.5,5000,2090,260
3,1.5,1640,1.5,5000,2090,260
3,1.5,1440,2.0,4640,2440,760
4,2.25,1960,1.5,5336,1720,320
3,1.0,1090,1.0,5800,1090,0
3,1.0,1050,1.0,7500,970,0
3,2.25,1440,1.0,8100,1740,650
3,2.5,2030,2.0,10782,1360,0
3,2.0,1250,1.0,7650,1540,0
4,2.25,1390,1.0,6700,2110,1210
2,1.0,640,1.0,4200,1460,0
3,2.5,2120,2.0,4696,2250,0
3,1.0,900,1.0,5100,1500,430
2,1.0,750,1.0,4400,1450,0
4,2.5,980,1.0,6954,1590,910
2,1.0,820,1.0,10169,1580,0
3,1.75,1380,1.0,8523,1970,500
3,2.25,1850,2.0,4468,1650,0
4,2.5,2010,2.0,5960,2530,300
2,1.0,800,1.0,8550,1490,0
4,1.75,790,1.0,6396,1180,790
4,1.75,1410,1.5,6150,1800,940
4,2.0,900,1.0,7350,1480,880
2,1.5,1105,2.0,1413,1295,190
3,1.0,950,1.0,7560,1470,400
3,2.25,1440,1.0,9782,1590,0
5,1.75,1120,1.0,15070,2360,200
2,1.75,2510,2.0,13030,2400,0
2,1.0,910,1.0,1346,1060,0
3,2.0,1570,1.5,4625,1760,0
3,2.5,2450,2.0,7200,1960,0
3,2.0,1570,1.0,5706,1570,0
4,2.5,2680,2.0,7243,2640,0
3,1.75,1610,2.0,4725,1280,480
3,2.0,2150,1.0,7222,2510,0
2,2.0,1040,2.0,1118,1140,100
3,1.0,1790,1.5,4000,1060,0
3,2.5,2220,3.0,5610,2200,0
4,2.5,2370,2.0,7944,2290,0
4,1.0,1260,1.0,8400,1470,530
3,2.5,1610,2.0,3823,1300,0
5,2.75,1630,1.0,14250,2370,1200
3,1.0,1010,1.0,10658,1740,0
3,1.0,1390,1.5,5100,1700,170
3,1.5,1330,1.0,7475,1370,0
4,2.25,2330,2.0,8400,1880,0
3,1.0,960,1.0,5750,1520,0
3,2.5,1710,2.0,7551,2220,0
4,2.25,1300,1.0,7752,2010,930
3,2.0,1700,2.0,9621,1460,0
2,2.0,850,1.0,5000,1350,190
3,1.75,1070,1.0,7875,1540,0
4,2.5,2750,2.0,7482,2610,0
4,1.5,1920,2.0,6000,1920,0
3,2.25,1340,1.0,5055,1270,430
4,2.5,2460,2.0,5124,2460,0
4,2.0,1550,1.5,4013,1680,0
3,2.0,1170,1.0,9680,1540,290
4,2.25,2440,1.5,7503,1720,0
3,1.0,1440,1.5,4000,1770,200
2,1.0,1290,1.0,3900,1640,0
4,3.0,3150,2.0,6500,2970,0
2,2.5,2305,1.0,5748,1440,0
2,1.75,1060,1.0,16748,1790,0
3,1.75,1350,1.0,8722,1850,710
2,1.0,900,1.0,7500,1350,0
3,1.75,1340,1.0,13310,1550,570
4,3.0,1340,1.0,8088,1440,1000
3,3.0,2900,2.0,9611,2900,0
3,1.5,1130,1.0,12239,2920,570
2,1.0,1150,1.5,8157,1820,280
4,2.75,2850,2.0,8833,1510,0
3,2.0,2160,1.0,9620,2760,0
2,2.0,880,1.0,7200,1760,880
2,1.0,860,1.0,6000,1300,0
2,1.0,880,1.0,3000,1300,0
2,2.5,1050,2.0,4400,1430,310
2,2.5,1770,3.0,1924,1770,0
3,2.0,1220,1.0,15204,1980,810
2,1.0,1180,1.0,9306,1780,0
3,1.0,1300,1.0,8707,1300,0
3,1.5,1200,1.0,15606,1210,0
2,1.0,1000,1.0,10208,1350,0
2,1.5,1556,1.0,17286,2250,0
3,2.5,1460,1.5,3880,1010,430
3,1.75,1010,1.0,4680,1260,800
4,2.5,2730,2.0,10740,3090,0
4,2.25,1220,1.0,12459,2110,860
4,2.0,1620,2.0,7500,1710,0
2,1.75,770,1.0,4000,1440,380
2,1.0,850,1.0,4998,1370,400
3,1.5,1430,1.0,9820,1410,0
2,1.0,790,1.0,7150,1110,0
3,1.0,1200,1.5,9677,1540,0
2,1.75,2110,1.0,9519,1480,0
4,2.0,2410,1.0,5940,1020,750
4,1.75,2700,1.5,7875,2220,0
2,1.0,820,1.0,5720,1030,0
4,2.5,1200,1.0,8432,1780,600
5,1.5,1390,1.0,12473,1560,360
3,2.0,1540,1.0,9100,1250,0
3,1.0,1130,1.0,7800,1170,0
3,1.0,1500,1.0,7200,1440,0
2,1.75,1600,1.5,6301,2310,0
3,2.0,880,1.0,5854,1510,320
3,2.0,1690,1.5,5100,1690,0
4,2.5,2270,2.0,8706,2450,0
4,2.5,1910,2.0,5000,2020,0
3,1.5,1640,1.5,4375,1490,0
4,2.5,2120,2.0,6300,2230,0
3,1.5,1400,1.0,8840,1260,0
2,1.0,760,1.0,6000,950,0
3,1.0,1070,1.0,3960,1290,0
3,1.75,960,1.0,9998,1460,500
3,1.5,1280,1.5,16317,1590,0
3,2.25,1650,2.0,5018,1890,0
3,2.0,1260,1.0,9091,1300,0
3,2.5,1400,1.0,11775,3050,800
2,1.5,630,1.0,5000,1500,510
4,2.5,2550,2.0,7480,2330,0
3,2.5,1553,3.0,2431,1509,0
2,1.0,1140,1.0,7200,1110,0
2,1.0,790,1.0,6946,1380,0
4,1.75,2130,1.5,5080,1900,0
3,1.0,1390,1.0,10800,1560,0
4,2.0,1520,1.0,7783,1520,0
2,1.0,1657,2.0,6201,2050,0
3,1.75,1180,1.0,9529,1890,500
4,2.25,1340,1.0,5102,1800,930
2,2.5,1910,3.0,1229,2440,560
2,2.0,1240,2.0,5000,1660,0
5,3.5,2920,1.0,9255,1880,1170
4,2.75,1720,2.0,13000,2520,800
5,1.0,1340,1.5,8020,1390,0
3,1.0,1640,1.0,9750,1200,0
3,1.0,1210,2.0,6000,1560,0
3,1.0,1360,1.0,13068,1400,450
4,2.75,1500,1.0,9585,2120,700
3,1.75,2200,1.5,15803,2850,0
5,3.0,1650,2.0,7200,1840,700
3,1.5,1090,1.0,12196,1230,0
3,1.75,1460,1.0,14430,2460,820
2,1.0,830,1.0,3774,1470,690
3,2.25,1280,1.0,6930,1620,340
3,2.0,1510,1.5,5000,1500,0
5,2.5,3001,2.0,5980,2340,0
4,1.5,1010,1.0,6000,1710,1010
3,2.0,1380,1.0,4000,1620,0
3,1.5,1020,1.0,4288,1660,500
2,1.75,790,1.0,4080,1390,300
3,2.25,2520,1.0,12000,2510,0
3,2.0,960,1.0,5000,1380,800
2,1.0,930,1.0,6600,1250,0
4,2.5,2200,1.5,10960,2840,400
3,2.25,1700,1.0,11397,2350,480
3,2.5,1910,2.0,3485,1940,0
