sqft_above,sqft_lot15,sqft_living15,waterfront,view,condition,grade,bedrooms,sqft_basement_cat,floors,yr_built_cat,zip,price,year_bin
900,4600,1060,0,0,3,6,2,1,1.0,1,1,370000,4
1140,8800,2280,0,0,3,8,4,3,1.0,1,0,675000,6
1040,4268,1370,0,0,3,7,3,2,1.0,1,1,285000,4
1420,19110,2011,0,0,4,7,3,3,1.0,1,0,310000,6
1140,7350,1740,0,0,4,7,4,4,1.0,1,0,475000,6
3320,4950,2580,0,0,4,7,4,1,2.0,2,0,410000,9
1330,5593,2600,0,0,3,8,4,3,1.0,1,1,895000,4
790,7733,1130,0,0,3,6,3,2,1.0,1,1,375000,3
1830,5175,1830,0,0,3,7,4,1,2.0,2,0,349000,9
1740,4400,1740,0,0,3,8,3,1,1.5,1,1,650500,0
1410,15120,1880,0,0,4,7,3,1,1.0,1,0,760000,4
1180,5040,1440,0,0,4,7,4,3,1.0,1,1,480000,7
3220,12921,3200,0,0,3,10,4,1,2.0,1,0,689000,8
980,5000,1790,0,0,5,6,3,3,1.0,1,1,415000,0
1070,6148,1350,0,0,4,7,3,1,1.0,1,0,195000,6
1410,9956,2700,0,0,4,7,5,4,1.0,1,1,318000,6
2030,35259,2950,0,0,3,9,4,4,1.0,1,0,404000,8
800,3090,1400,0,0,4,6,2,1,1.0,1,1,339950,2
1260,8285,1560,0,0,3,7,3,1,1.0,1,0,215000,7
2420,7629,2260,0,0,3,8,3,1,2.0,1,0,339900,8
810,3298,1320,0,0,4,7,1,1,2.0,1,0,285000,7
1110,5000,1380,0,0,3,7,3,2,1.5,1,1,550000,4
1350,8000,1940,0,0,4,7,4,1,1.5,1,1,430000,5
970,8160,1150,0,0,3,6,3,1,1.0,1,0,219000,6
1080,5962,1690,0,0,4,7,2,3,1.0,1,1,555000,4
1350,7686,1470,0,0,3,7,3,1,1.0,1,0,233000,8
1270,12000,1910,0,0,4,8,3,3,1.0,1,0,248000,6
1580,9200,2090,0,0,4,8,5,3,1.0,1,1,454000,6
1700,4174,2090,0,0,3,8,4,1,2.0,1,1,950000,2
1730,8740,2160,0,0,5,8,3,3,2.0,1,0,359000,7
2210,8232,2130,0,0,3,7,5,3,1.5,1,1,407500,5
1040,7910,1460,0,0,4,7,3,3,1.0,1,0,224000,5
1040,6120,1040,0,0,3,7,2,1,1.0,1,1,210000,4
1820,11013,1410,0,0,5,7,4,1,1.0,1,0,261000,6
1833,1455,1466,0,0,3,9,3,1,3.0,2,1,719000,8
2160,4000,1500,0,0,3,8,3,1,2.0,1,1,440000,8
1510,11842,2240,0,0,3,9,3,3,2.0,2,0,525000,8
1370,8775,1510,0,0,3,7,3,1,2.0,1,0,375000,6
1414,2511,1414,0,0,3,8,2,1,2.0,1,0,428000,7
4115,6765,3950,0,0,3,9,5,1,2.0,3,0,988830,10
1550,9496,1760,0,0,4,7,3,1,1.0,1,0,199950,4
1750,4560,1800,0,0,3,8,4,2,1.5,1,1,840000,2
1160,7750,1670,0,0,4,7,3,1,1.0,1,0,285000,8
3597,6000,3193,0,0,3,7,5,1,2.0,2,0,330000,9
1230,10125,1970,0,0,3,7,3,1,1.0,1,1,147500,5
2190,8075,2190,0,0,5,8,4,1,2.0,1,0,320000,7
1040,10878,1750,0,0,4,7,3,1,1.0,1,0,382500,6
3040,8001,3300,0,0,3,9,5,4,2.0,1,1,2050000,2
1720,10148,2270,0,0,5,8,4,3,1.0,1,0,596000,6
1950,7280,1910,0,0,4,8,4,1,2.0,1,0,220000,7
1880,7000,1970,0,0,3,8,3,1,2.0,1,0,325000,8
2850,5475,2850,0,0,3,9,4,1,2.0,2,0,679950,9
1160,6948,1120,0,0,3,7,2,1,1.0,1,1,175000,4
1370,10050,1720,0,1,4,7,3,1,1.0,1,0,268000,5
3260,97895,3470,0,0,3,10,4,1,2.0,2,0,715000,8
3170,38370,2460,0,0,3,8,7,1,2.0,1,0,600000,6
3450,26820,3450,0,0,3,11,5,1,2.0,1,0,950000,8
1490,213879,2350,0,2,3,8,2,1,1.0,1,0,475000,7
1460,7787,3320,0,0,4,7,3,1,1.0,1,0,700000,5
1300,37638,1930,0,0,3,7,3,1,1.0,1,0,275000,5
1300,37638,1930,0,0,3,7,3,1,1.0,1,0,369500,5
1040,7575,1720,0,0,4,7,4,3,1.0,1,0,215000,7
2130,7653,1910,0,0,4,8,4,1,2.0,1,0,593450,5
1350,4775,1680,0,0,3,8,2,1,1.0,2,0,498800,9
1770,6534,1620,0,0,3,8,5,3,2.0,1,1,849000,4
1940,4875,1790,0,0,4,9,4,1,2.0,1,1,1150000,2
2890,5110,3010,0,2,3,9,5,1,2.0,2,0,825000,9
1340,9686,1730,0,0,3,8,3,2,1.0,1,0,265000,8
1220,8660,1650,0,0,4,8,4,3,1.0,1,0,285000,7
1190,7931,1680,0,0,3,7,3,2,1.0,1,0,240000,7
1390,7840,1230,0,0,3,7,4,1,1.0,1,0,261000,5
1610,7680,2180,0,0,3,8,4,3,1.0,1,0,330000,7
1540,7658,1620,0,0,4,7,4,2,1.0,1,0,250000,7
2800,7750,1970,0,0,3,8,4,1,2.0,1,0,350000,8
3780,35273,3450,0,0,3,10,3,1,1.5,1,0,930000,7
1000,7344,1780,0,0,4,7,3,3,1.0,1,0,275000,7
1230,7620,2090,0,0,3,7,4,4,1.0,1,1,325000,6
590,5000,1920,0,1,3,7,1,2,1.0,1,1,255000,3
1500,5250,1810,0,0,4,7,3,2,1.0,1,1,562200,3
2320,40185,3490,0,3,3,10,2,4,1.0,1,0,952000,7
1570,7557,2350,0,0,5,8,3,3,1.0,1,0,365000,7
1190,9756,1190,0,0,4,7,3,1,1.0,1,0,332900,6
2040,21315,2590,0,0,4,8,3,1,2.0,1,0,721000,7
2400,3986,2070,0,0,3,8,4,1,2.0,2,0,487275,8
1670,6034,1610,0,0,3,7,3,1,2.0,2,0,310000,8
990,5400,1700,0,0,3,6,2,1,1.0,1,1,245000,0
2920,10572,1560,0,0,4,7,3,1,1.0,1,0,325000,5
1840,14323,2850,0,0,3,8,3,1,1.0,1,0,550000,6
910,3500,1270,0,0,4,7,2,1,1.5,1,1,350000,0
2950,56192,1480,0,0,3,8,5,1,2.0,2,0,599000,9
1240,10125,1845,0,0,4,7,3,1,1.0,1,1,259950,4
1980,6380,1600,0,0,3,7,4,1,2.0,2,0,240000,8
1200,9800,1230,0,0,4,7,3,1,1.0,1,0,186000,6
1280,13698,1470,0,0,3,7,3,1,1.0,1,0,395000,7
3150,5757,3100,0,0,3,9,4,1,2.0,2,0,475000,9
3500,10837,3110,0,0,3,10,5,1,2.0,2,0,815000,8
1680,13500,1760,0,0,4,7,3,1,1.0,1,0,572000,4
1360,3188,1090,0,0,3,7,3,1,2.0,1,0,419500,7
1530,7777,2640,0,0,3,8,3,3,1.0,1,0,298700,7
1159,15961,1156,1,4,5,7,2,3,1.0,1,0,549000,4
1120,9994,1900,0,0,3,7,3,3,1.0,1,1,278000,5
1470,4500,1300,0,0,3,6,4,3,1.5,1,1,455000,2
2230,13495,3210,0,2,4,9,5,4,1.0,1,1,925000,7
1120,1298,1370,0,0,3,8,2,1,3.0,2,1,465000,8
2120,3559,2380,0,0,3,8,4,3,2.0,2,0,620000,8
1640,11060,2320,0,0,3,8,4,3,1.0,1,1,499900,5
1270,10741,2090,0,0,3,8,5,4,1.0,1,0,620000,5
1040,6120,1530,0,0,3,7,3,2,1.0,1,1,450000,3
2220,2252,2650,0,0,3,10,4,2,2.0,2,0,690000,9
3120,17853,3740,0,0,4,9,5,1,2.0,1,0,1900000,6
3120,17853,3740,0,0,4,9,5,1,2.0,1,0,1940000,6
1870,11904,1970,0,0,4,7,3,1,1.0,1,0,832500,4
1010,9375,1010,0,0,5,7,3,1,1.0,1,1,245000,4
2980,18225,3670,0,0,3,11,3,1,1.5,1,0,820000,8
2420,6200,2420,0,0,3,8,4,1,2.0,2,0,369000,9
3830,8425,4080,0,0,3,9,4,1,2.0,3,0,1050000,10
3040,5998,1820,0,2,3,10,3,1,3.0,1,1,653000,8
1460,9600,1340,0,0,3,7,2,1,1.0,1,0,220650,7
1200,5033,1940,0,0,3,8,5,3,1.0,2,1,300000,9
3780,3675,2150,0,2,3,10,4,1,2.0,2,0,970000,9
1950,6221,2240,0,0,3,7,4,1,2.0,2,0,360000,9
2450,5762,2450,0,0,3,9,3,1,2.0,2,0,672500,9
1730,7020,1110,0,0,4,5,4,1,1.5,1,0,268000,4
1690,1590,1380,0,0,3,8,4,1,1.5,1,1,440000,2
2550,3500,2030,0,2,3,10,3,1,2.0,1,1,1400000,7
2290,9774,2340,0,0,3,9,4,1,2.0,1,0,590000,7
1850,22860,1700,0,0,4,7,4,3,1.0,1,0,359000,5
1180,8528,1840,0,0,4,7,4,3,1.0,1,0,266500,7
2930,7264,2030,0,0,3,8,4,1,2.0,3,0,635000,10
3110,217800,2220,0,0,3,9,3,1,2.0,2,0,559000,9
3480,36290,3630,0,0,3,10,4,1,2.0,1,0,895000,8
1110,43500,2970,0,0,3,7,2,1,1.0,1,0,625000,5
1880,9335,1530,0,0,4,7,4,3,1.0,1,0,650000,5
1280,7260,2120,0,0,3,7,4,4,1.0,1,0,312500,5
790,6099,1240,0,0,3,6,3,2,1.0,1,1,225000,3
1330,8400,1920,0,0,3,7,4,3,1.0,1,0,425000,6
1820,98881,2580,0,0,4,7,3,4,1.0,1,0,329999,7
2340,9348,2140,0,0,3,8,5,1,2.0,1,0,572000,6
3110,5190,3110,0,0,3,8,4,1,2.0,2,0,386500,9
980,4500,1270,0,0,3,6,2,1,1.0,1,1,452000,0
1480,3600,1480,0,0,3,7,4,1,1.0,1,1,278000,3
1800,25608,2480,0,0,4,8,3,1,1.0,1,0,474900,6
1500,6275,2130,0,0,3,8,2,3,1.0,1,1,450000,4
1100,3900,1670,0,0,3,7,2,2,1.0,1,1,611000,0
1150,2855,1880,0,0,3,7,2,1,2.0,2,0,214100,9
1840,4793,2000,0,0,3,8,3,1,2.0,3,0,317000,10
2060,11410,2850,0,1,4,9,4,4,2.0,1,1,1000000,7
1510,5700,2190,0,1,4,7,5,1,2.0,1,1,1000000,4
3070,7200,2590,0,0,3,8,4,1,2.0,2,0,525000,9
1800,8621,1630,0,0,3,8,3,1,2.0,1,0,436000,7
1540,10273,1990,0,0,3,8,3,1,1.0,1,0,450000,7
1970,14217,2570,0,0,3,8,3,2,1.0,1,0,588500,7
1400,8360,1420,0,0,3,7,4,1,1.0,1,1,340000,4
1976,57934,1696,0,0,3,8,4,3,1.5,2,0,482000,9
5830,207206,5340,0,0,3,11,4,1,2.0,2,0,1580000,9
3380,7308,1810,0,0,3,8,3,1,2.0,1,0,749000,5
1440,8964,1800,0,0,4,8,3,1,1.0,1,0,330000,6
1740,1280,1740,0,0,3,8,3,1,3.0,2,1,568000,9
1470,9282,1430,0,0,4,7,3,1,1.0,1,0,239000,5
2810,4919,2470,0,0,3,8,3,1,2.0,2,0,528000,9
1350,5102,2090,0,0,3,7,4,3,1.0,1,1,385000,8
2570,12283,2760,0,2,4,10,4,4,2.0,1,0,825000,7
2350,5000,1520,0,1,3,9,5,3,2.0,2,1,815000,9
2601,32336,2080,0,0,3,9,4,1,2.0,2,0,625000,8
1340,6000,2200,0,3,3,8,3,3,1.0,1,1,690000,4
1270,7440,1540,0,0,3,7,3,2,1.0,1,1,210000,5
1590,4280,2230,0,0,3,7,4,1,1.5,1,1,599000,2
1310,6022,1630,0,0,3,8,3,3,1.0,1,1,860000,4
1420,8415,1400,0,0,4,6,3,1,1.0,1,1,147200,4
960,5750,1460,0,0,4,6,3,2,1.5,1,1,476900,0
1590,36254,2360,0,0,4,8,4,3,1.0,1,0,450000,7
2640,11816,2400,0,0,3,8,4,1,2.0,2,0,570000,8
1440,3570,1440,0,0,4,7,3,1,1.5,1,1,567500,0
2130,20908,2890,0,2,3,9,5,3,2.0,1,0,790000,6
1820,11550,3020,0,0,4,7,3,1,1.0,1,0,875000,4
1640,9975,2300,0,0,3,9,3,3,2.0,1,0,490000,7
1410,9592,1980,0,0,4,7,3,4,1.0,1,0,335000,7
1670,10798,2290,0,0,4,8,3,1,1.0,1,0,550000,5
940,10879,1230,0,0,4,7,3,2,1.0,1,0,385000,7
1210,8085,1700,0,0,3,7,3,2,1.0,1,0,395000,6
1030,5750,1570,0,0,5,8,2,1,1.0,1,1,650000,2
2900,6212,2900,0,0,3,9,4,1,2.0,2,0,637000,9
1710,10700,2290,0,0,3,9,3,4,1.0,1,0,692500,5
1710,20359,1990,0,0,4,8,3,1,1.0,1,0,322400,5
1580,10658,1400,0,0,4,6,3,1,1.0,1,0,233500,5
990,11517,1570,0,0,3,7,3,2,1.0,1,0,400000,7
1420,4080,1300,0,0,5,7,5,3,1.5,1,1,547000,1
1470,19807,2570,0,1,3,8,5,4,1.0,1,1,519000,4
2040,15470,3240,0,2,4,10,4,4,1.0,1,0,1030000,6
1090,6435,1340,0,0,4,7,3,1,1.0,1,1,365000,4
2970,29150,2730,0,0,4,8,5,1,2.0,1,0,699000,7
1970,8000,1910,0,0,4,8,3,1,1.0,1,0,525000,6
2450,10500,2810,0,0,3,9,4,3,2.0,1,0,430000,8
1600,7200,2050,0,0,3,7,3,1,1.0,1,0,325000,5
670,6300,760,0,0,5,6,2,1,1.0,1,1,279000,3
1660,4750,1810,0,0,5,7,4,3,2.0,1,1,805000,0
1540,4609,1730,0,0,3,7,3,3,1.5,1,1,419950,4
620,5000,1180,0,0,3,6,2,1,1.0,1,1,425000,2
1730,6127,1700,0,0,5,7,4,1,2.0,1,1,446000,4
1040,9684,2060,0,0,3,7,5,4,1.0,1,0,455000,5
990,6771,990,0,0,3,6,3,1,1.0,1,1,226550,3
1420,3060,1220,0,0,5,8,3,1,1.5,1,1,764000,0
2170,14256,2430,0,0,4,8,3,1,2.0,1,0,439950,7
1880,4590,1610,0,0,3,8,4,1,1.0,1,1,453000,4
1300,9620,1420,0,0,3,7,3,1,1.0,1,0,219950,6
1930,4500,1320,0,0,5,7,3,2,2.0,1,1,702500,2
1780,12663,2460,0,0,4,8,3,1,1.0,1,0,285000,5
2160,2142,1800,0,0,3,8,2,1,3.0,2,1,798750,9
950,6085,1620,0,2,3,7,2,1,1.0,1,1,320000,4
1680,14630,1920,0,0,3,8,3,1,1.5,1,0,425000,7
2290,5096,2570,0,0,3,9,4,1,2.0,2,0,540000,9
4140,15523,4440,0,2,3,11,4,1,2.0,2,0,1060000,9
3920,3000,2040,0,0,3,8,4,1,3.0,3,1,1170000,10
1500,13891,2020,0,0,4,7,3,1,1.0,1,0,576000,4
1140,8400,1700,0,0,3,7,3,3,1.0,1,0,525000,6
2641,8091,2641,0,0,3,7,4,1,2.0,2,0,324950,8
3930,7351,2760,0,0,3,9,3,4,2.0,1,0,600000,7
1520,5400,1745,0,0,4,8,3,3,1.0,2,0,464000,9
1995,7950,1880,0,0,4,8,4,1,2.0,1,0,266000,7
3010,109771,3240,0,0,3,10,3,1,2.0,2,0,775000,8
1270,4800,1220,0,0,3,7,3,1,1.0,1,1,415000,4
3080,6731,3080,0,3,3,9,4,1,2.0,2,0,550000,9
1670,7433,1670,0,0,3,7,3,1,2.0,1,0,235000,8
1470,7721,1530,0,0,3,7,3,1,1.0,1,1,280000,7
1260,7650,1800,0,0,3,7,3,2,1.0,1,0,459000,6
1070,6906,1240,0,0,4,7,3,1,1.0,1,0,195000,6
1080,8466,1500,0,0,4,7,3,3,1.0,1,0,235000,5
2410,11141,2720,0,0,4,8,4,1,1.0,1,0,711800,5
1040,1275,1290,0,0,3,7,3,1,3.0,2,1,440000,9
970,3600,1060,0,0,4,7,2,1,1.0,1,1,515000,1
2910,6600,2940,0,0,3,8,5,1,1.5,1,1,1200000,3
2340,9600,1970,0,0,4,8,3,1,1.5,1,0,560000,5
1330,14547,1870,0,0,3,7,3,3,1.0,1,0,340000,7
970,1778,1884,0,0,3,6,2,2,1.5,1,1,600000,1
2790,7779,2780,0,0,3,9,4,1,2.0,2,0,764000,8
1590,9600,2090,0,0,3,8,4,1,1.0,2,0,337000,9
2850,15700,3690,0,4,4,10,6,4,1.0,1,0,1390000,6
1060,7680,1580,0,0,3,6,4,2,1.0,1,1,249000,1
2360,37887,3090,0,0,3,8,3,3,1.0,1,0,350000,7
1150,6000,1510,0,0,4,7,3,2,1.0,1,0,269950,8
1880,37731,2730,0,0,3,7,3,1,1.0,1,0,735000,7
2070,4000,2560,0,0,4,8,4,4,2.0,1,1,1300000,3
2110,7560,2110,0,0,4,8,4,1,2.0,1,0,475000,6
2350,8459,2430,0,0,3,9,3,1,1.5,1,0,339000,8
1660,15160,2790,0,2,3,8,4,4,1.0,2,1,600000,8
1320,4760,940,0,0,3,7,4,3,1.0,1,1,397500,1
5990,118918,4690,0,0,3,11,4,1,2.0,2,0,1530000,9
1760,9383,2010,0,0,4,7,3,1,2.0,1,0,460000,7
1120,6008,1210,0,0,5,7,4,4,1.0,1,1,370000,4
1550,7680,1370,0,0,3,6,4,1,1.5,1,1,250000,5
5070,101930,4920,0,0,3,11,4,1,2.0,2,0,1100000,9
1040,1920,1560,0,0,3,8,2,1,2.0,2,1,430000,9
1660,4000,2560,0,0,5,8,3,3,1.5,1,1,1090000,2
1850,8160,1600,0,0,3,8,3,1,1.0,1,1,670000,4
1790,11072,2180,0,0,3,7,3,2,1.0,1,1,461550,4
1390,1870,1690,0,0,3,8,3,3,2.0,3,0,479990,10
2518,4525,2280,0,0,3,8,4,1,2.0,2,0,643000,9
2040,10336,1890,0,0,3,8,3,3,2.0,1,0,607000,7
2600,9298,2440,0,0,3,9,3,1,1.0,1,0,625000,7
1160,7560,1990,0,0,3,8,3,3,1.0,1,1,731100,4
2920,55216,3150,0,3,4,8,3,1,2.0,2,0,859000,8
2130,8508,2220,0,0,4,8,4,1,2.0,1,0,435000,7
1420,14143,1890,0,0,3,8,3,3,1.0,1,0,465000,4
1230,6380,1250,0,0,3,7,3,1,1.5,1,1,740000,2
2020,15594,3050,0,0,4,9,3,1,1.0,1,0,740000,5
990,7280,1430,0,0,3,7,3,2,1.0,1,0,250000,7
1820,1763,2180,0,0,3,7,2,2,3.0,2,0,656000,9
1910,6500,1910,0,0,3,8,4,1,2.0,1,0,300000,8
1780,133419,2740,0,0,3,7,3,1,1.0,1,0,643000,4
2690,6002,2300,0,0,3,7,4,1,2.0,2,0,311000,9
1330,8096,1480,0,0,4,7,3,1,1.0,1,0,360000,6
1700,8296,1630,0,0,4,8,4,4,1.0,1,1,475000,6
1760,1615,1520,0,0,3,8,3,1,3.0,2,1,469950,9
1570,8825,1890,0,0,3,7,3,1,1.0,1,1,240000,5
810,12150,960,0,0,3,6,2,2,1.0,1,1,232000,3
1680,38637,2480,0,0,3,7,3,1,1.0,1,0,350000,8
1440,8400,1980,0,0,3,7,2,1,1.5,1,0,803000,2
1600,7140,1980,0,0,3,8,3,2,1.0,1,0,355000,7
840,1545,1440,0,2,4,7,4,3,1.0,1,1,475000,0
2560,12034,2710,0,0,4,9,3,1,2.0,1,0,823000,7
1010,4080,1160,0,0,4,7,2,1,1.0,1,1,395000,1
1900,5250,1400,0,0,3,7,4,3,2.0,1,1,499000,5
800,3164,1330,0,0,3,7,2,2,1.0,1,1,420000,0
3910,14000,2280,0,0,3,10,3,1,2.0,2,0,961500,8
2260,10204,2430,0,0,3,9,4,1,1.0,1,0,833000,6
2110,11319,1860,0,0,4,8,3,1,2.0,1,0,479000,7
3340,9490,1770,0,0,3,10,4,1,2.0,2,0,1150000,8
1400,8100,1420,0,0,3,6,3,1,1.5,1,1,267000,3
1760,34848,3030,0,0,3,7,4,1,1.5,1,0,555000,7
2010,6858,1850,0,0,4,8,3,1,2.0,1,0,490000,7
1550,4200,1670,0,0,5,8,4,3,1.5,1,1,619000,1
1600,14880,2910,0,0,4,7,5,3,1.0,1,1,569950,5
1340,3000,1120,0,0,5,7,3,1,2.0,1,1,549000,0
1560,8502,2220,0,0,3,7,3,1,1.5,1,0,422500,5
2140,9681,2580,0,1,3,7,4,4,1.0,1,1,400000,7
3710,7984,2950,0,0,3,9,4,1,2.0,2,0,692500,8
2430,5190,2890,0,0,3,8,4,1,2.0,2,0,310000,9
1630,10050,2390,0,2,3,8,3,3,1.0,1,1,499900,6
2100,8930,2050,0,0,3,8,3,1,2.0,1,0,492000,7
1880,32935,1930,0,0,3,9,2,1,1.0,1,0,460000,7
1630,3000,1630,0,0,5,8,3,1,2.0,1,1,800000,1
1640,3990,1730,0,0,3,7,4,1,1.5,1,1,832600,2
1670,6077,2600,0,0,3,8,4,3,1.0,1,0,470000,8
1930,5200,1670,0,0,3,8,2,1,1.0,2,0,542000,9
3600,22124,3600,0,2,3,10,4,4,2.0,2,1,1310000,9
1650,7500,2300,0,3,2,7,4,3,1.0,1,1,308130,5
1050,2671,1240,0,0,3,7,2,1,1.0,2,0,310000,9
1500,8015,1130,0,0,3,6,2,1,1.0,1,1,235000,4
1150,7560,1230,0,0,4,6,3,1,1.0,1,0,215000,5
1370,9619,1550,0,0,3,7,4,3,1.0,1,0,210000,5
3660,53578,3090,0,0,3,10,4,1,2.0,1,0,730000,8
1140,7540,1330,0,0,4,7,3,3,1.0,1,0,245000,7
1470,17196,2410,0,4,3,8,3,3,1.0,1,1,540000,4
2400,7642,2406,0,0,3,8,4,1,2.0,2,0,299000,9
2540,71797,3190,0,0,3,10,3,1,2.0,1,0,510000,8
1050,7350,1500,0,0,4,7,4,4,1.0,1,0,198000,5
3400,8749,2650,0,0,3,10,5,1,2.0,2,0,950000,8
2200,7600,1910,0,0,3,8,4,1,2.0,1,0,300000,7
1200,9206,1600,0,0,3,7,5,3,1.0,1,0,528000,5
3030,7393,2640,0,2,3,9,5,3,2.0,2,0,507000,9
3060,6285,2850,0,0,3,9,4,4,2.0,2,0,770000,9
1340,7210,1370,0,0,4,7,3,1,1.0,1,0,255000,6
1100,4560,1400,0,0,4,8,1,1,1.5,1,1,220000,7
2870,5000,2800,0,0,3,9,5,1,2.0,2,0,690700,9
1320,8025,1290,0,0,3,7,2,1,1.0,1,1,447000,4
1270,4505,1740,0,0,3,7,6,3,1.0,1,1,755000,4
1480,4000,2140,0,0,3,7,4,3,1.5,1,1,700000,3
1000,7875,1880,0,0,4,7,4,3,1.0,1,0,250000,7
2130,9545,1670,0,0,3,7,3,1,2.0,2,0,320000,9
2240,11243,2410,0,0,4,9,4,1,2.0,1,0,565000,8
1680,4500,1730,0,0,4,7,5,2,2.0,1,1,754300,3
1400,9000,3010,0,2,4,8,3,3,1.0,1,1,650000,4
3140,7391,3140,0,0,3,8,4,1,2.0,2,0,529888,9
1920,10534,1830,0,0,3,8,3,1,2.0,2,0,432000,9
1050,7670,1220,0,0,5,7,3,1,1.5,1,0,235000,4
3695,6786,4160,0,0,3,9,4,1,2.0,3,0,994900,10
2710,7576,2650,0,0,3,9,4,4,2.0,2,0,489000,9
3010,4929,3000,0,0,3,8,4,1,2.0,2,0,800000,9
900,8088,1510,0,0,3,7,4,2,1.0,1,0,370000,6
1240,9525,1880,0,0,3,8,4,3,1.0,1,0,436000,7
2250,4556,2250,0,0,3,7,3,1,2.0,2,0,395000,9
1320,8398,2120,0,0,4,7,5,3,1.0,1,1,377691,3
2220,6316,2340,0,3,3,7,5,1,2.0,2,1,370000,9
1440,5893,1900,0,0,5,8,3,1,1.0,1,0,515000,7
910,7686,1020,0,0,3,7,3,1,1.0,1,0,169000,6
1270,4080,1310,0,0,3,7,3,1,1.0,1,1,475000,1
2480,6180,2870,0,0,3,9,3,1,2.0,2,0,420000,8
2510,4969,1540,0,0,5,9,6,2,2.0,1,1,1300000,0
1840,10900,2930,0,0,3,9,3,3,2.0,1,0,822000,7
2310,20681,3810,0,0,4,9,4,3,1.0,1,0,1500000,5
1180,6584,1620,0,0,3,8,3,2,1.0,1,0,485000,7
1200,8505,1440,0,0,3,7,4,3,1.0,1,0,270000,5
1390,8360,2270,0,0,4,8,6,4,1.0,1,0,300000,7
3810,7728,3290,0,0,3,9,4,1,2.0,2,0,878000,9
2290,5089,2290,0,0,3,9,3,1,2.0,2,0,590000,9
1220,6000,3150,0,2,4,8,1,1,2.0,1,0,611900,4
1100,8415,1430,0,0,4,7,3,1,1.0,1,0,240000,6
2810,6625,1680,0,0,3,8,4,1,2.0,2,0,395000,9
890,8375,1100,0,0,3,6,3,1,1.0,1,1,169000,5
1280,9698,1800,0,0,3,7,3,1,1.0,1,0,200500,5
2320,7955,2360,0,0,3,8,3,1,2.0,1,0,308000,8
1720,7885,2340,0,0,3,8,3,1,2.0,1,0,290256,7
1040,8690,1530,0,0,4,7,3,2,1.0,1,0,279950,6
1580,8314,1560,0,0,3,7,3,1,1.0,1,0,195000,7
1360,19650,1890,0,0,5,6,3,1,1.0,1,0,630000,4
2680,14406,4480,0,2,3,8,4,1,2.0,1,0,1160000,0
1640,3999,1780,0,0,3,8,3,1,2.0,1,0,478000,8
1700,5792,1990,0,2,5,8,3,3,2.0,1,1,835000,3
1400,2743,1500,0,0,3,9,3,1,2.0,2,0,639000,9
2300,9246,2240,0,0,3,9,4,1,2.0,1,0,623000,7
1260,7740,2000,0,0,3,7,3,3,1.0,1,1,220000,5
1250,12000,2060,0,0,4,8,3,3,1.0,1,0,526000,7
900,5184,1420,0,0,3,6,2,1,1.0,1,1,243500,4
2890,6099,2980,0,0,3,9,4,2,2.0,2,0,750000,9
1850,9110,1730,0,0,5,7,4,1,1.0,1,0,329000,5
1570,4000,1610,0,0,3,7,4,1,1.5,1,1,525000,1
670,4100,1660,0,0,4,6,2,1,1.0,1,1,190000,4
2660,10800,2640,0,0,3,7,4,1,1.0,1,0,772650,4
2110,3727,2110,0,0,4,8,3,1,2.0,1,0,355000,8
1570,36677,2460,0,0,3,8,3,2,1.0,1,0,650000,7
1210,3910,1630,0,2,5,7,3,1,1.5,1,1,678500,0
2670,11333,2430,0,0,3,9,4,1,2.0,2,0,669950,8
3000,12304,2980,0,0,3,10,3,1,1.0,1,0,850000,7
2200,6000,2710,0,0,3,8,3,1,2.0,2,0,572000,9
1200,10098,1620,0,0,2,8,3,2,1.0,1,0,492450,7
2080,10696,2240,0,0,3,8,3,1,1.0,1,0,813000,5
1780,10200,1900,0,0,3,8,3,1,1.0,1,0,710000,6
1330,4000,2090,0,0,3,8,3,3,2.0,1,1,792500,0
1690,7739,1690,0,0,4,7,5,1,1.5,1,0,285900,5
1250,10089,1530,0,0,4,7,3,3,1.0,1,0,389000,7
1490,3794,1940,0,2,3,8,3,3,2.0,1,1,675000,5
760,39504,1100,0,0,4,4,2,1,1.0,1,0,352000,2
4020,8066,3190,0,0,3,11,4,1,2.0,2,0,1050000,9
1820,10400,2410,0,0,4,8,4,4,1.0,1,0,768500,5
1230,8160,1250,0,0,3,7,4,4,1.0,1,1,500000,5
1460,8800,2200,0,0,4,7,3,1,1.0,1,0,685000,5
1200,3850,1720,0,0,3,8,4,4,1.0,1,1,648475,4
2850,9900,1870,0,0,3,7,6,1,2.0,1,0,655000,8
1730,3740,1530,0,0,5,8,4,3,2.0,1,1,895000,2
960,9845,1310,0,0,3,7,3,2,1.0,1,0,195000,5
2720,8336,2570,0,0,3,9,4,1,2.0,1,0,368000,8
3430,11614,3880,0,0,3,11,4,1,2.0,2,0,997000,9
1340,9775,1750,0,0,3,7,3,3,1.0,1,0,335000,6
1170,7750,1410,0,0,3,7,3,1,1.0,1,0,250000,7
1390,9085,1770,0,0,4,8,3,1,1.0,1,0,278500,7
1540,7650,1580,0,0,3,7,4,1,2.0,1,0,260000,6
760,4120,900,0,0,2,6,2,1,1.0,1,1,162500,1
1280,7830,1310,0,0,3,6,4,1,1.0,1,1,239000,4
2990,7875,3140,0,0,3,8,4,1,2.0,2,0,600000,9
1770,7591,1770,0,0,3,7,4,1,2.0,2,0,350000,8
