sqft_above,sqft_lot15,sqft_living15,waterfront,view,condition,grade,bedrooms,bathrooms,sqft_basement_cat,floors,yr_built_cat,zip,price
960.0,8400.0,1560.0,0,0,4,7,3,1.75,2,1.0,1,1,411000
1100.0,4838.0,1560.0,0,0,3,9,5,3.5,4,2.0,2,1,810000
710.0,7937.0,1690.0,0,2,4,7,5,1.75,4,1.0,1,0,561750
1500.0,9234.0,2280.0,0,0,4,9,4,2.5,1,1.0,1,0,835100
1210.0,7623.0,1650.0,0,0,3,8,3,2.25,2,1.0,1,0,450000
1880.0,3600.0,1360.0,0,0,3,7,3,2.5,1,2.0,2,0,238000
1260.0,5413.0,1360.0,0,0,3,7,3,1.0,1,1.0,1,0,299000
720.0,5000.0,1250.0,0,0,4,7,2,1.0,1,1.0,1,1,570000
2100.0,6012.0,1990.0,0,0,4,8,3,1.75,1,2.0,1,0,340000
2380.0,8621.0,2330.0,0,0,3,6,2,1.75,3,1.5,1,1,450000
880.0,5111.0,1370.0,0,0,3,7,4,1.5,2,1.0,1,1,272750
2770.0,10675.0,2730.0,0,0,4,6,4,2.0,2,2.0,1,1,520000
1340.0,10200.0,1420.0,0,0,5,7,3,1.0,1,1.0,1,0,284950
1660.0,8100.0,1490.0,0,0,3,7,2,1.5,1,1.0,1,1,255000
1710.0,3821.0,1600.0,0,0,5,7,2,1.0,1,1.0,1,1,231500
1040.0,5000.0,1500.0,0,2,3,8,1,2.0,1,2.5,1,0,415000
1530.0,9226.0,2060.0,0,0,3,7,4,2.5,1,2.0,2,0,330000
1440.0,10200.0,1580.0,0,0,3,7,3,1.5,1,1.0,1,0,365000
2020.0,16350.0,1940.0,0,0,3,7,4,2.0,1,1.5,1,1,425000
1870.0,7800.0,1560.0,0,0,4,7,4,1.75,3,1.0,1,1,400000
620.0,4760.0,620.0,0,0,3,9,4,2.5,1,2.0,1,0,335000
1240.0,11080.0,1760.0,0,0,3,7,3,3.0,2,2.0,2,1,342000
1460.0,9604.0,1680.0,0,0,3,8,8,5.0,3,2.0,2,1,490000
1530.0,4005.0,1720.0,0,0,4,7,4,1.75,1,1.0,1,0,331500
2800.0,13200.0,1700.0,1,4,3,8,3,2.5,1,3.0,2,0,960000
1010.0,4240.0,1400.0,0,0,4,9,4,2.5,1,2.0,1,0,720500
860.0,6250.0,1580.0,0,2,4,8,3,2.5,3,2.0,1,1,830000
1450.0,4275.0,1450.0,0,0,5,7,3,1.75,1,1.5,1,1,662990
1990.0,17040.0,1950.0,0,0,4,6,4,2.0,1,1.5,1,0,220000
1220.0,3868.0,1970.0,0,0,3,7,5,2.0,3,1.0,1,1,349950
2920.0,5617.0,1810.0,0,0,3,7,3,2.0,3,1.0,1,1,550000
830.0,5968.0,1780.0,0,0,4,6,3,1.75,4,1.0,1,1,396000
2410.0,4000.0,2840.0,0,0,3,7,4,1.5,1,2.0,1,1,635000
1560.0,10000.0,1520.0,0,0,3,7,3,1.0,1,1.0,1,1,293000
2260.0,4566.0,2770.0,0,0,4,7,3,2.25,3,1.0,1,0,339000
1260.0,7920.0,1300.0,0,0,4,7,4,2.25,1,2.0,1,0,285000
3370.0,10500.0,2690.0,0,0,3,7,6,2.75,3,1.5,1,1,775000
1490.0,8165.0,1740.0,0,0,4,7,4,1.5,1,1.0,1,0,224000
1110.0,9222.0,1470.0,0,3,5,10,4,3.5,4,2.0,1,1,2250000
1530.0,10400.0,2820.0,0,0,3,7,3,1.0,1,1.0,1,0,165050
1030.0,7800.0,1390.0,0,0,4,7,3,1.25,1,1.5,1,1,275000
840.0,5120.0,1090.0,0,0,3,7,5,3.0,4,1.0,1,1,445000
1240.0,9856.0,1370.0,0,0,3,8,3,2.25,2,1.0,1,0,510000
1110.0,9040.0,1640.0,0,0,3,9,4,2.5,1,2.0,2,0,1230000
1410.0,8480.0,2180.0,0,0,3,7,3,1.5,3,1.0,1,1,390000
2340.0,9219.0,2510.0,0,0,3,8,3,2.25,3,1.0,1,0,460000
1390.0,9000.0,1990.0,0,0,4,8,3,1.75,1,1.0,1,0,700000
1970.0,7365.0,1970.0,0,1,3,10,4,3.5,3,2.0,1,0,874150
1530.0,11625.0,1530.0,0,0,3,8,3,2.25,1,2.0,1,1,470000
1790.0,3876.0,1200.0,0,0,4,6,3,1.75,1,1.0,1,0,374000
1700.0,6626.0,1940.0,0,0,5,7,2,1.75,1,1.5,1,0,510000
1330.0,5000.0,1790.0,0,0,3,8,2,2.5,1,3.0,2,1,467000
1340.0,4892.0,1290.0,0,0,3,8,4,2.5,1,2.0,2,0,576000
1130.0,8750.0,2280.0,0,0,3,6,3,2.0,1,1.0,1,0,196440
1010.0,1256.0,1360.0,0,0,3,10,4,2.5,1,2.0,1,0,825000
2120.0,8676.0,1740.0,0,0,3,7,2,1.0,1,1.0,1,0,281000
800.0,5100.0,1330.0,0,0,3,7,3,2.5,1,3.0,2,1,326000
1770.0,7620.0,1010.0,0,0,4,7,3,1.75,1,1.0,1,0,340000
2260.0,10158.0,2840.0,0,0,3,9,5,1.75,4,1.0,1,0,440000
890.0,5175.0,1190.0,0,0,3,9,4,2.5,1,2.0,2,0,749000
860.0,4260.0,1230.0,0,0,3,7,4,1.0,1,1.5,1,0,340000
680.0,6624.0,1580.0,0,0,3,7,3,2.0,1,2.0,1,1,561000
2390.0,4500.0,2540.0,0,0,3,7,3,2.25,2,1.0,1,0,270000
3488.0,10891.0,3600.0,0,0,4,7,2,1.0,1,1.0,1,1,600000
820.0,6553.0,1260.0,0,0,3,6,4,1.5,1,1.0,1,0,219900
1590.0,8100.0,2880.0,0,0,3,8,3,1.75,1,2.0,1,0,617000
2440.0,9927.0,2590.0,0,0,3,8,3,2.25,1,2.0,1,0,469000
2600.0,12093.0,2820.0,0,0,3,7,3,1.0,1,1.0,1,0,229000
1040.0,7000.0,1920.0,0,0,5,9,4,3.0,3,2.5,1,1,1270000
1990.0,7245.0,1320.0,0,0,3,7,3,1.5,2,1.0,1,1,365000
1610.0,1173.0,1220.0,0,0,3,9,4,2.5,1,2.0,2,0,429000
2460.0,7522.0,3300.0,0,0,3,9,4,2.5,1,2.0,2,0,550000
1560.0,4080.0,1890.0,0,0,4,7,3,2.5,3,1.0,1,1,453000
2330.0,5424.0,1810.0,0,0,4,7,3,1.5,1,1.0,1,0,187500
1810.0,9821.0,2450.0,0,0,5,7,6,2.5,2,1.0,1,1,520500
1730.0,11232.0,1600.0,0,0,4,7,3,1.75,1,1.0,1,0,300000
3110.0,5924.0,2950.0,0,0,3,9,4,3.25,3,2.0,2,1,799000
1230.0,10125.0,1380.0,0,0,3,8,3,2.5,1,2.0,2,0,338000
950.0,4625.0,1440.0,0,0,4,8,3,1.0,1,1.5,1,1,800000
1890.0,14536.0,1500.0,0,1,4,6,2,2.0,3,1.0,1,1,360000
1010.0,5000.0,980.0,0,0,3,7,6,2.5,4,1.0,1,1,442500
1010.0,10354.0,1060.0,0,3,4,6,4,1.0,1,1.0,1,0,700000
1170.0,12532.0,1810.0,0,0,5,9,5,3.0,4,1.0,1,0,830000
2460.0,9900.0,2730.0,0,0,3,8,3,2.5,1,2.0,1,0,360400
1010.0,3600.0,1800.0,0,0,5,7,3,1.0,1,1.0,1,0,345000
1650.0,6000.0,1750.0,0,0,4,7,3,1.75,2,1.0,1,0,300000
1440.0,6702.0,1030.0,0,0,5,7,3,1.0,1,1.0,1,0,350000
1320.0,9100.0,1880.0,0,0,3,7,4,2.0,3,1.0,1,0,368000
2000.0,13719.0,2760.0,0,0,4,8,3,1.75,1,1.0,1,0,264000
1350.0,10095.0,1280.0,0,0,3,9,3,2.0,2,1.0,1,0,435000
1660.0,4800.0,1660.0,0,0,3,6,3,1.5,1,1.5,1,0,200000
2160.0,4760.0,1600.0,0,0,5,8,5,2.5,3,2.0,1,1,620000
1090.0,5000.0,1830.0,0,0,3,10,5,4.25,4,2.0,3,0,1680000
3110.0,8960.0,2650.0,0,0,4,7,3,1.75,3,1.0,1,1,337000
1380.0,7227.0,1600.0,0,0,4,11,4,3.25,1,2.0,1,0,1930000
1290.0,2628.0,1290.0,0,0,5,7,4,2.5,3,1.0,1,0,544500
1980.0,13964.0,2040.0,0,4,1,6,1,1.0,1,1.0,1,1,252000
870.0,6126.0,1620.0,0,0,3,8,4,2.5,1,2.0,2,1,445000
2470.0,5100.0,2470.0,0,0,3,7,3,2.25,1,2.0,1,0,379500
770.0,10707.0,1560.0,0,0,4,6,4,2.0,4,1.0,1,0,189950
1220.0,1092.0,1550.0,0,0,5,6,3,1.0,1,1.5,1,1,469000
1130.0,9526.0,1680.0,0,0,5,7,5,2.75,4,1.0,1,0,600000
1800.0,15358.0,3600.0,0,2,3,9,3,2.5,1,2.0,2,0,785000
2380.0,7334.0,1940.0,0,0,4,8,4,2.75,1,2.0,1,0,372000
720.0,6687.0,840.0,0,0,3,7,5,3.0,1,2.0,2,0,445000
2190.0,3615.0,1510.0,0,0,4,8,4,2.25,4,2.0,1,0,508000
810.0,1198.0,980.0,0,0,3,8,5,1.5,1,2.0,1,1,780000
1320.0,6820.0,2160.0,0,0,3,9,4,2.25,1,2.0,1,0,541100
1740.0,9147.0,1540.0,0,0,3,9,4,2.5,1,2.0,2,0,729000
900.0,5000.0,1290.0,0,2,5,7,3,2.0,1,1.0,1,0,397000
1190.0,7635.0,1190.0,0,1,3,6,2,1.0,1,1.0,1,1,451555
750.0,6000.0,1450.0,0,0,3,6,2,1.0,1,1.0,1,1,300000
2100.0,16686.0,2080.0,0,0,5,7,3,2.5,3,1.0,1,0,416000
1380.0,7236.0,2030.0,0,0,3,6,2,1.0,2,1.0,1,1,490000
1790.0,5750.0,1590.0,0,0,3,7,6,3.75,1,2.0,1,1,480000
1080.0,1090.0,1370.0,0,0,3,7,2,2.0,2,1.0,2,1,368000
1530.0,2890.0,1540.0,0,0,3,12,3,2.5,1,2.0,1,0,1040000
1530.0,2890.0,1540.0,0,3,4,8,3,2.5,3,1.0,1,1,545000
1010.0,4200.0,1760.0,0,0,3,10,5,2.75,1,2.0,2,0,850000
1200.0,7718.0,1300.0,0,0,3,10,4,3.5,1,2.0,2,0,550000
2720.0,11740.0,2640.0,0,0,3,9,3,2.25,1,2.0,1,0,600000
1110.0,6125.0,990.0,0,0,3,8,4,2.5,4,1.0,1,1,535000
2340.0,8526.0,3480.0,0,0,3,8,3,2.5,1,2.0,3,1,599950
1460.0,8913.0,1900.0,0,0,4,8,5,2.75,4,1.0,1,1,531000
1560.0,11745.0,2310.0,0,0,4,8,4,2.25,1,2.0,1,0,530000
1680.0,5850.0,1900.0,0,0,3,10,4,4.0,3,2.0,3,0,597326
1250.0,8320.0,2070.0,0,0,3,9,4,2.5,1,2.0,2,0,805000
1790.0,6371.0,1850.0,0,0,4,8,4,1.75,1,1.0,1,0,390000
1720.0,10720.0,1660.0,0,0,3,7,4,2.0,2,1.5,1,1,487250
1280.0,7245.0,1280.0,0,0,4,7,3,1.5,1,1.0,1,1,301000
1690.0,4733.0,1830.0,0,2,3,8,5,2.75,2,1.5,1,1,1180000
2190.0,7379.0,2240.0,0,0,3,7,4,2.5,1,2.0,2,1,299000
710.0,5200.0,1610.0,0,3,4,10,4,2.25,3,2.5,1,0,2350000
1890.0,8827.0,1610.0,0,0,3,7,4,2.5,1,2.5,2,1,400000
1410.0,8931.0,1410.0,0,0,4,7,4,2.5,4,1.0,1,0,467500
1820.0,6690.0,2010.0,0,0,3,8,4,2.5,1,2.0,1,0,305000
1540.0,6250.0,2070.0,0,0,3,5,3,1.0,1,1.0,1,0,210000
1350.0,7288.0,1050.0,0,0,3,6,3,1.0,1,1.0,1,0,300000
1380.0,3800.0,1830.0,0,0,3,8,3,2.25,2,1.0,1,0,327500
890.0,5985.0,1450.0,0,0,3,7,3,2.0,1,1.0,2,0,269000
1900.0,3350.0,1880.0,0,2,3,9,4,3.25,4,1.0,1,0,975000
1240.0,5200.0,870.0,0,0,4,7,3,1.0,2,1.0,1,1,355000
1210.0,7400.0,1870.0,0,0,4,7,3,1.0,2,1.5,1,1,712000
2090.0,11481.0,2660.0,0,0,3,10,4,2.5,1,2.0,1,0,883000
1650.0,10129.0,1340.0,0,0,3,6,2,1.0,1,1.0,1,0,190000
1030.0,5000.0,1300.0,0,0,3,7,3,1.75,2,1.0,1,1,443000
2160.0,5750.0,1230.0,0,0,3,10,4,3.0,1,2.0,1,0,920000
1200.0,10189.0,1200.0,0,0,4,7,4,2.25,3,1.0,1,0,285000
870.0,5000.0,820.0,0,0,3,7,4,3.25,1,1.0,1,1,901000
2220.0,6000.0,1980.0,0,0,3,7,3,1.75,3,1.0,1,1,552500
1560.0,16710.0,2890.0,0,0,3,6,2,1.0,1,1.0,1,1,256000
1380.0,8820.0,2010.0,0,0,4,7,3,1.5,1,1.5,1,1,341000
1390.0,10800.0,1030.0,0,0,3,7,4,2.25,1,2.0,1,0,279000
2320.0,5568.0,2970.0,0,0,4,8,4,2.25,1,2.0,1,0,686000
1370.0,3708.0,2030.0,0,0,4,6,2,1.0,1,1.5,1,0,225000
950.0,8221.0,1820.0,0,0,3,6,2,1.75,1,1.0,1,0,215500
3090.0,8592.0,3140.0,0,0,3,7,4,3.0,3,1.5,1,1,950000
1590.0,9752.0,1900.0,0,2,3,9,4,2.5,4,2.0,2,0,503000
2070.0,6179.0,3300.0,0,0,3,9,3,2.5,1,2.0,2,0,780000
1460.0,7936.0,1830.0,0,0,5,6,4,2.0,3,1.0,1,1,212000
1510.0,4157.0,1350.0,0,0,3,7,4,2.75,3,1.5,1,1,580000
3430.0,13851.0,3250.0,0,0,3,7,4,2.5,2,2.0,1,1,465000
1700.0,8475.0,1750.0,0,0,3,7,4,2.0,1,1.0,1,0,206000
1320.0,6000.0,2740.0,0,0,3,9,3,2.5,1,2.0,1,0,615000
1200.0,7800.0,1120.0,0,0,5,6,4,1.0,1,1.5,1,1,519000
1850.0,4950.0,1850.0,0,0,3,11,4,3.25,1,2.0,2,0,1140000
1510.0,9078.0,1480.0,0,0,3,7,5,2.5,1,2.0,2,0,330000
1070.0,3990.0,1990.0,0,0,3,8,4,1.5,1,1.0,1,1,240000
2640.0,8055.0,1650.0,0,0,4,9,3,2.0,1,1.0,1,0,574000
1970.0,4000.0,1900.0,0,0,3,11,4,4.25,1,2.0,2,0,930000
1060.0,7435.0,1870.0,0,0,3,8,4,3.0,1,2.0,1,0,850000
990.0,7244.0,1230.0,0,0,3,7,3,1.5,2,1.0,1,0,415000
1605.0,4500.0,1750.0,0,0,5,7,3,2.5,4,1.0,1,1,480000
1400.0,8160.0,1780.0,0,0,3,7,5,1.0,1,1.0,1,1,300000
1060.0,7770.0,1390.0,0,0,3,8,4,2.25,1,2.0,1,0,439000
1530.0,3900.0,1300.0,0,0,3,7,3,1.0,1,1.0,1,0,450000
1990.0,3600.0,1790.0,0,0,3,8,3,2.5,1,1.0,1,0,589000
1100.0,7650.0,1810.0,0,0,3,7,3,2.25,1,2.0,2,0,477000
1400.0,7500.0,1260.0,0,0,3,8,4,2.25,2,1.0,1,1,587500
1870.0,5293.0,2390.0,0,0,3,10,4,2.25,1,2.0,1,1,1320000
2680.0,13178.0,3520.0,0,0,3,10,4,2.5,1,2.0,1,0,1430000
1390.0,7700.0,1790.0,0,0,3,9,4,2.25,3,2.0,1,0,700000
920.0,4450.0,1900.0,0,0,4,6,2,1.0,1,1.0,1,1,275000
1170.0,9391.0,1680.0,0,0,4,7,3,1.0,3,1.0,1,0,367500
1050.0,8530.0,1410.0,0,0,3,7,4,2.5,1,2.0,2,0,453250
1400.0,7519.0,1900.0,0,0,3,8,5,1.75,3,1.0,1,1,607000
2120.0,15203.0,2070.0,0,0,3,7,4,2.0,4,1.0,1,1,255000
2020.0,9408.0,2200.0,0,0,4,7,2,2.0,3,1.0,1,1,501000
1860.0,3940.0,1750.0,0,0,3,7,3,1.0,2,1.0,1,1,450000
1640.0,9286.0,2400.0,0,0,3,8,3,2.25,1,2.0,1,0,360000
1370.0,3211.0,1380.0,0,0,5,7,4,1.75,3,1.5,1,1,460000
1740.0,5000.0,1980.0,0,0,4,7,3,1.75,4,1.0,1,1,753000
1800.0,7570.0,1770.0,0,1,3,6,2,1.0,1,1.0,1,1,389950
1800.0,7570.0,1770.0,0,0,3,7,2,1.0,1,1.0,1,1,469000
1190.0,7800.0,1250.0,0,4,4,9,4,1.75,2,2.0,1,1,550000
860.0,8308.0,1310.0,0,2,4,6,5,3.5,3,1.5,1,1,565000
1370.0,6600.0,2150.0,0,0,3,6,2,1.75,1,1.0,1,1,189650
1980.0,7150.0,1980.0,0,3,4,11,4,3.25,4,2.0,1,1,1530000
670.0,4501.0,870.0,0,0,3,7,3,1.75,1,1.0,1,0,260000
1410.0,7200.0,1820.0,0,0,3,7,3,1.75,3,1.0,1,1,243000
1120.0,8937.0,1990.0,0,4,4,9,4,2.5,4,1.0,1,0,1100000
980.0,9135.0,1780.0,0,0,4,7,3,1.5,3,1.0,1,0,249000
2080.0,5000.0,2870.0,0,3,4,7,2,1.0,2,1.0,1,1,720000
1240.0,5641.0,1810.0,0,0,3,10,4,2.5,1,2.0,2,0,905000
1320.0,8258.0,1870.0,0,0,5,7,4,2.5,4,1.5,1,1,824500
1340.0,7960.0,2060.0,0,0,4,8,4,2.75,3,1.0,1,0,762500
520.0,10570.0,1572.0,0,2,3,8,3,2.5,1,3.0,2,1,580000
3010.0,7518.0,3490.0,0,0,3,8,3,2.0,1,1.0,1,0,380000
1420.0,7632.0,2040.0,0,0,4,7,3,1.75,2,1.0,1,1,805000
1990.0,7000.0,1610.0,0,0,4,7,4,1.75,1,1.5,1,1,520000
1090.0,6807.0,1460.0,0,3,3,11,5,4.5,3,3.0,2,1,1570000
1460.0,14999.0,2640.0,0,2,3,6,2,1.0,1,1.0,1,1,175000
2170.0,8378.0,2170.0,0,0,3,7,4,2.25,1,2.0,1,0,353500
1790.0,2400.0,1450.0,0,1,4,8,4,2.5,3,1.0,1,1,500000
840.0,10875.0,1390.0,0,0,4,7,3,1.75,2,1.0,1,0,386500
1850.0,7639.0,2220.0,0,0,3,7,2,1.0,3,1.0,1,1,210000
1370.0,7580.0,1880.0,0,0,3,7,3,2.5,3,1.0,1,1,439500
2550.0,4960.0,1050.0,0,0,3,8,5,2.5,1,2.0,2,0,315000
1040.0,8410.0,1350.0,0,0,3,7,4,2.5,1,2.0,2,0,339000
2810.0,17400.0,2810.0,0,0,4,8,4,2.25,3,1.0,1,0,655000
1010.0,5750.0,1230.0,0,0,3,8,2,2.5,1,1.0,2,0,740000
2250.0,7033.0,2080.0,0,0,5,7,5,2.5,1,2.0,1,0,685000
1800.0,8500.0,1950.0,0,0,4,7,5,2.5,4,1.0,1,0,550000
1890.0,7350.0,2390.0,0,0,3,7,2,1.75,2,2.0,1,1,405000
1780.0,4000.0,1750.0,0,3,3,9,4,2.25,4,1.0,1,0,765000
1720.0,13100.0,2320.0,0,0,3,8,3,2.0,2,2.0,1,1,625000
1860.0,6766.0,1760.0,0,0,3,6,4,2.5,1,1.5,1,0,207000
1150.0,1245.0,1460.0,0,0,3,6,4,2.5,1,1.5,1,0,370000
1230.0,10427.0,1510.0,0,0,4,8,3,2.5,2,1.0,1,0,475000
1088.0,8016.0,1088.0,0,0,3,7,2,1.0,1,1.0,1,1,365000
700.0,6628.0,1060.0,0,0,5,7,4,2.25,3,1.0,1,0,411800
1190.0,10500.0,1850.0,0,0,3,9,5,3.5,4,2.0,2,0,668000
1240.0,4182.0,1950.0,0,0,3,9,3,2.5,1,2.0,2,1,618000
1720.0,10975.0,2290.0,0,0,4,7,4,2.0,4,1.0,1,0,247500
2590.0,8042.0,2400.0,0,0,3,7,5,3.0,4,1.0,1,1,345000
2080.0,12899.0,1080.0,0,2,3,7,3,2.0,1,2.0,1,0,616300
2680.0,4473.0,2460.0,0,0,4,7,3,1.5,1,1.0,1,1,348000
1300.0,8143.0,1490.0,0,0,3,7,3,2.5,1,1.0,1,0,425000
1720.0,4400.0,1650.0,0,0,5,8,5,2.75,4,1.0,1,0,850000
700.0,1281.0,1370.0,0,0,3,9,5,2.75,1,2.0,2,0,820000
1470.0,9380.0,1910.0,0,0,4,10,4,2.25,1,2.0,1,0,832000
2150.0,13555.0,3150.0,0,0,3,8,3,1.75,1,2.0,1,0,835000
1040.0,7500.0,1520.0,0,0,3,8,3,2.5,1,2.0,2,0,350000
2690.0,8890.0,2940.0,0,0,3,7,4,2.5,1,2.0,2,0,349000
2020.0,6600.0,1510.0,0,0,3,9,6,3.75,4,2.0,3,1,1130000
2030.0,7705.0,1990.0,0,0,3,7,3,2.5,1,2.0,2,0,320000
1450.0,7200.0,1680.0,0,0,4,7,3,1.0,1,1.0,1,0,150000
2400.0,6584.0,2150.0,0,0,3,6,3,1.0,2,1.0,1,1,340000
1860.0,8479.0,2430.0,0,0,3,10,4,4.0,1,2.0,2,0,785500
1340.0,10800.0,1620.0,0,0,3,8,4,2.5,1,2.0,2,0,410500
1080.0,10700.0,1390.0,0,2,3,9,3,2.5,1,2.0,1,0,580000
1850.0,6901.0,1310.0,0,0,3,7,2,1.5,1,2.0,2,1,345000
1220.0,8040.0,1360.0,0,0,4,7,3,2.25,2,1.5,1,0,550000
1790.0,7314.0,3290.0,0,0,3,8,4,3.0,1,2.0,2,0,449500
3220.0,10093.0,2260.0,0,0,3,6,3,1.0,1,1.0,1,1,300000
3190.0,5615.0,3159.0,0,0,3,10,4,2.5,1,2.0,1,0,915000
1240.0,9605.0,1770.0,0,0,3,11,4,3.75,1,2.0,1,0,1580000
1720.0,11850.0,1440.0,0,0,3,8,4,2.75,4,1.0,1,1,599000
2850.0,4650.0,2850.0,0,0,4,7,4,2.5,3,1.0,1,0,755000
1420.0,10469.0,2300.0,0,0,3,7,3,1.0,1,1.0,1,1,400000
2770.0,6950.0,2370.0,0,0,3,7,3,1.0,1,1.0,1,1,133000
3110.0,7075.0,3110.0,0,0,3,7,4,1.5,2,1.0,1,1,330000
2360.0,7570.0,2280.0,0,0,5,6,4,1.0,1,1.5,1,0,330000
2180.0,5496.0,2120.0,0,0,5,6,3,1.75,3,1.0,1,1,375000
1910.0,3623.0,1470.0,0,0,4,7,4,2.75,4,1.0,1,0,485000
2260.0,8924.0,2690.0,0,0,3,7,4,2.5,3,1.5,1,0,470000
1770.0,9706.0,1630.0,0,0,3,8,4,3.0,3,2.0,1,1,1050000
1460.0,7930.0,1630.0,0,0,3,7,4,1.0,2,1.5,1,1,548800
1470.0,5000.0,1970.0,0,0,4,6,2,1.0,2,1.0,1,1,315000
1550.0,7680.0,2860.0,0,1,4,7,3,2.0,3,1.0,1,1,590000
3220.0,5083.0,3150.0,0,0,3,7,4,2.5,1,2.0,2,0,439950
1140.0,5000.0,1140.0,0,0,3,8,3,1.75,1,1.0,1,0,325000
1660.0,8968.0,1820.0,0,0,3,6,2,1.0,1,1.0,1,1,400000
1430.0,6240.0,1410.0,0,0,3,10,4,2.5,1,2.0,1,0,685000
1620.0,4300.0,1440.0,0,0,3,7,3,2.0,1,1.5,1,1,339950
2720.0,10714.0,2780.0,0,0,4,7,3,1.75,1,1.0,1,1,315000
1620.0,6000.0,1310.0,0,0,3,7,3,2.5,1,2.0,2,0,411753
3100.0,14396.0,2860.0,0,0,3,7,2,1.75,3,1.0,1,1,577000
1500.0,4125.0,1360.0,0,0,5,8,3,1.75,1,1.0,1,0,500000
2820.0,5510.0,2820.0,0,0,3,7,3,2.0,1,1.0,1,0,210000
1850.0,7871.0,1510.0,0,0,3,7,4,1.75,1,1.0,1,0,640000
1570.0,8978.0,1550.0,0,0,5,7,4,1.75,1,1.0,1,1,460000
1550.0,10092.0,2130.0,0,0,3,6,2,1.0,1,1.0,1,1,265000
920.0,8400.0,1760.0,0,2,3,11,5,5.0,4,1.0,1,0,740000
1600.0,7000.0,1700.0,0,0,3,6,3,1.0,1,1.0,1,0,230000
2630.0,10620.0,2640.0,0,0,5,7,3,1.75,2,1.0,1,0,315000
1540.0,11896.0,2230.0,0,0,4,8,3,1.75,4,1.0,1,0,432000
1060.0,10609.0,1490.0,0,0,3,8,3,2.5,1,2.0,2,0,467000
1160.0,5200.0,1170.0,0,0,3,7,5,3.75,1,1.0,1,0,255000
2040.0,4637.0,2040.0,0,2,3,7,3,1.75,2,1.0,1,1,316500
1550.0,2442.0,1570.0,0,0,3,7,4,2.0,3,1.0,1,1,190000
1290.0,8198.0,1820.0,0,0,3,8,3,2.0,1,1.5,1,1,490000
1200.0,6342.0,2670.0,0,0,4,7,4,1.75,1,1.0,1,0,378000
1890.0,13662.0,1870.0,0,3,3,9,6,4.0,4,3.0,3,1,598800
840.0,5087.0,1590.0,0,0,3,7,5,3.0,3,1.0,1,1,333800
1450.0,9024.0,1570.0,0,0,4,9,4,2.5,1,2.0,1,0,690000
1460.0,9582.0,1420.0,0,0,4,6,4,1.75,3,1.0,1,1,320000
1890.0,5000.0,2330.0,0,3,4,9,4,3.5,3,1.5,1,1,1250000
2910.0,5552.0,3190.0,0,0,4,7,3,1.5,1,1.0,1,0,335000
1130.0,8733.0,1340.0,0,0,3,8,3,2.5,1,1.0,2,0,840000
1260.0,6376.0,1420.0,0,0,3,8,4,2.75,1,2.0,1,1,608250
1970.0,9800.0,1800.0,0,0,3,7,3,2.5,1,2.0,2,0,550000
2570.0,5387.0,1880.0,0,0,3,7,3,1.0,1,1.0,1,0,240000
1130.0,7200.0,1130.0,0,2,4,9,3,2.25,1,2.0,1,0,998000
1300.0,13664.0,1980.0,0,0,3,8,3,1.75,1,1.0,1,0,275000
1030.0,7560.0,1030.0,0,0,3,7,3,2.5,2,1.0,1,0,284200
1230.0,7500.0,2040.0,0,0,4,10,4,3.75,4,2.0,1,1,1720000
1390.0,2556.0,2130.0,0,0,4,11,4,3.75,3,2.0,1,1,2400000
1870.0,8207.0,1770.0,0,0,3,10,5,2.5,1,2.0,1,0,930800
1000.0,7316.0,1680.0,0,3,5,8,4,3.0,4,1.0,1,0,930000
2720.0,9683.0,2590.0,0,0,3,7,4,1.5,2,1.0,1,0,215000
1240.0,8410.0,1630.0,1,4,4,6,2,1.5,1,1.0,1,0,480000
1020.0,8000.0,1370.0,0,0,4,6,2,1.75,3,1.0,1,1,483945
590.0,8976.0,1380.0,0,0,4,7,3,1.75,1,1.0,1,0,347000
2310.0,8223.0,2980.0,0,0,4,7,3,2.0,2,1.0,1,0,232500
1750.0,6502.0,1940.0,0,0,4,8,4,2.25,3,1.0,1,0,390000
1210.0,8500.0,1720.0,0,0,3,8,3,2.25,3,1.0,1,0,550000
1580.0,7542.0,1640.0,0,0,3,9,4,2.5,1,2.0,1,0,590000
2340.0,10019.0,1390.0,0,0,5,5,1,1.0,1,1.0,1,0,420850
1200.0,3844.0,1100.0,0,3,3,7,4,2.5,3,1.0,1,1,345000
1300.0,7600.0,1570.0,0,0,3,8,3,2.0,1,1.0,1,0,429800
880.0,7147.0,1720.0,0,0,3,7,4,1.75,1,1.5,1,0,302000
1020.0,5910.0,1710.0,0,0,4,8,4,1.5,1,1.5,1,1,800000
1070.0,8100.0,1260.0,0,0,3,8,3,2.5,1,2.0,2,0,250000
1280.0,5000.0,1630.0,0,0,4,7,3,2.0,4,1.0,1,1,605000
1660.0,7455.0,1790.0,0,0,4,8,3,1.75,1,1.0,1,0,412000
1200.0,10400.0,1800.0,0,0,3,6,3,2.0,1,2.0,1,0,252000
850.0,4000.0,1670.0,0,0,3,7,3,1.0,1,1.5,1,1,375000
1190.0,4770.0,2140.0,0,0,5,7,2,1.75,3,1.0,1,1,725000
1240.0,1349.0,1550.0,0,1,3,8,5,3.5,4,1.0,2,0,471750
1660.0,1834.0,2260.0,0,0,3,7,4,2.25,1,2.0,2,0,490000
2300.0,6434.0,2170.0,0,0,3,7,2,1.0,1,1.0,1,1,439000
