sqft_above,sqft_lot15,sqft_living15,id,waterfront,view,condition,grade,bedrooms,sqft_basement_cat,floors,yr_built_cat,zip,id,price
2100,4370,2100,7852020590,0,0,3,8,3,1,2.0,2,0,7852020590,499900
1820,95832,1728,2023039160,0,0,3,7,4,3,1.0,1,0,2023039160,525000
2810,9933,2800,2597520090,0,0,3,9,4,1,2.0,1,0,2597520090,810000
1330,7058,1740,8631600025,0,0,4,7,4,3,1.0,1,1,8631600025,425000
1350,7341,1470,8100000110,0,0,3,7,3,1,1.0,1,0,8100000110,241250
1600,18429,2730,5151800015,0,0,4,8,4,4,1.0,1,0,5151800015,318700
2070,3600,1950,9521101055,0,2,5,8,4,2,1.5,1,1,9521101055,720000
1280,10500,1410,2475901105,0,0,4,5,3,1,1.5,1,0,2475901105,291000
1060,11416,1310,1726069202,0,0,3,7,3,1,1.0,1,0,1726069202,420000
1000,4000,1150,3530450100,0,0,4,8,2,1,1.0,1,1,3530450100,210000
2970,11000,2970,8941800100,0,2,3,9,3,3,2.0,1,1,8941800100,645000
2140,3200,1920,809002215,0,0,4,7,5,4,1.5,1,1,809002215,762000
2290,8215,1240,6209000165,0,0,3,6,4,1,1.0,1,1,6209000165,247500
1670,7040,1570,4178500100,0,0,4,7,3,1,2.0,1,0,4178500100,282500
1460,49222,2030,1523069086,0,0,4,7,3,1,1.0,1,0,1523069086,395000
1030,8918,1560,6121000090,0,0,3,7,3,3,1.0,1,1,6121000090,295000
820,5100,2270,3342100785,0,0,4,6,2,1,1.0,1,0,3342100785,235000
1450,6334,1530,6012500100,0,2,3,8,3,2,1.0,1,1,6012500100,770000
1870,4800,1670,8682291720,0,0,3,8,2,1,1.0,2,0,8682291720,559950
920,5419,1800,5041300100,0,0,4,7,4,3,1.0,1,1,5041300100,639000
1140,9375,1570,2473101140,0,0,4,7,3,2,1.0,1,0,2473101140,314950
1640,6180,1540,8121100600,0,0,4,7,3,1,1.0,1,1,8121100600,525000
3000,15959,3000,724069059,1,4,3,11,3,1,1.5,2,0,724069059,2400000
1390,5376,1290,2755200110,0,0,4,8,3,3,1.0,1,1,2755200110,820000
1790,3600,2490,6169901130,0,3,4,8,3,3,2.0,1,1,6169901130,1390000
1290,5700,1160,6385000025,0,0,5,7,3,1,1.0,1,1,6385000025,521450
3190,53143,3240,509000090,0,0,3,9,3,1,2.0,1,0,509000090,760750
1540,23522,2027,622059031,0,0,4,7,4,1,1.5,1,0,622059031,759600
1480,7220,2070,5358300100,0,0,4,8,3,3,1.0,1,0,5358300100,346150
980,5010,1520,4459800100,0,0,3,7,2,1,1.0,1,1,4459800100,390000
2450,9100,2310,2473371780,0,0,3,8,5,1,2.0,1,0,2473371780,359950
910,5120,1440,9393700110,0,0,4,6,3,2,1.5,1,1,9393700110,430000
4610,11164,3900,8691360490,0,0,3,10,4,1,2.0,2,0,8691360490,960000
5080,33190,2810,9175600025,0,2,3,11,7,4,2.0,1,1,9175600025,800000
2860,5832,2360,7605800090,0,0,3,9,3,1,2.0,2,0,7605800090,1010000
1810,12931,1360,7334500090,0,0,3,7,3,1,1.0,1,0,7334500090,290000
2240,10918,2500,8964800930,0,0,5,8,4,1,1.0,1,0,8964800930,1350000
2440,65775,3130,2260800110,0,0,3,10,3,4,2.0,2,0,2260800110,777000
1450,5000,1470,7550800945,0,0,4,7,2,1,1.5,1,1,7550800945,526000
1200,3017,1490,1972205338,0,0,3,8,3,2,2.0,2,1,1972205338,550000
1200,8000,1500,2946000590,0,0,4,7,3,3,1.0,1,1,2946000590,276000
4140,8050,4470,5700003585,0,0,4,11,5,4,2.0,1,1,5700003585,2500000
1040,5650,1230,7129302235,0,0,3,7,3,4,1.0,1,1,7129302235,325000
1780,1607,1780,3278602490,0,0,3,8,3,1,3.0,2,1,3278602490,365000
4340,9100,2050,685000115,0,0,3,8,8,1,2.0,1,0,685000115,2150000
1980,3680,2010,3423600025,0,0,3,9,4,3,2.0,1,1,3423600025,825050
1500,6800,1870,7173700518,0,0,3,8,3,4,1.0,1,1,7173700518,690000
1140,1370,1140,3277801450,0,0,3,6,4,1,1.5,1,1,3277801450,390000
1320,1503,1380,1862400518,0,0,3,7,3,1,3.0,2,1,1862400518,385000
2040,7503,2170,8078350090,0,0,3,8,3,1,2.0,1,0,8078350090,619000
1170,50094,2060,1423089118,0,0,3,7,4,3,1.0,1,0,1423089118,494000
1910,8000,2010,7980900011,0,0,3,8,3,1,1.0,1,0,7980900011,412450
1460,4062,1220,5309100750,0,0,3,7,3,1,2.0,1,1,5309100750,580000
1420,21780,1540,322059097,0,0,5,7,3,1,1.0,1,0,322059097,269900
1790,4080,1710,9834200165,0,0,5,7,4,1,1.5,1,1,9834200165,704300
1390,5550,1264,2420069201,0,0,3,8,3,1,2.0,2,0,2420069201,267000
1280,9680,1980,4167300300,0,0,3,7,4,3,1.0,1,0,4167300300,310000
1570,8125,1530,1105000745,0,0,3,7,3,1,2.0,1,1,1105000745,227064
1840,6435,1800,8927600100,0,0,5,7,3,3,2.0,1,1,8927600100,925000
1670,11152,1820,8078490090,0,2,3,8,3,1,1.0,1,0,8078490090,245000
1040,7410,1520,1736100090,0,0,3,7,3,1,1.0,1,0,1736100090,339888
1560,7500,1730,3876200100,0,0,4,7,4,1,1.0,1,0,3876200100,439000
1470,6120,1840,6844702290,0,0,2,7,2,1,1.0,1,1,6844702290,400000
2070,15002,2070,4022906430,0,0,3,8,3,1,1.5,1,1,4022906430,560000
1130,6759,2460,5040800015,0,2,3,8,2,2,1.0,1,1,5040800015,703011
770,4800,1510,9297301055,0,0,3,7,2,2,1.0,1,1,9297301055,363000
2640,5898,2640,318500300,0,0,3,9,4,1,2.0,2,0,318500300,650000
1030,9044,1470,1839910300,0,0,4,7,3,1,1.0,1,0,1839910300,299950
1120,6794,1120,1446400785,0,0,3,6,3,1,1.0,1,1,1446400785,228950
880,7820,1570,4036800015,0,0,3,7,4,3,1.0,1,0,4036800015,465000
2090,11483,2860,8965500900,0,2,3,9,3,1,2.0,1,0,8965500900,725000
920,9600,1170,3751603173,0,0,4,7,3,1,1.0,1,0,3751603173,212500
2970,6465,2260,3423059140,0,0,3,8,4,1,2.0,1,0,3423059140,526000
1720,5845,2280,114101055,0,0,3,8,3,1,2.0,1,0,114101055,383000
1460,4557,1600,2475200590,0,0,3,7,3,1,1.0,1,0,2475200590,244000
1490,4080,1620,3856905010,0,0,5,7,3,2,1.5,1,1,3856905010,565000
2850,4942,1480,7226500100,0,0,3,7,8,1,1.0,1,0,7226500100,373000
1310,8370,1310,3580900090,0,0,3,7,3,1,1.0,1,0,3580900090,300000
2430,4770,2420,9558000100,0,0,3,9,5,1,2.0,2,0,9558000100,405000
1700,17376,2630,1872900076,0,1,4,8,3,1,1.0,1,0,1872900076,979000
2160,53578,1790,1221059112,0,0,4,8,4,1,2.0,1,0,1221059112,324888
860,4300,1220,2877102495,0,0,3,6,3,1,1.0,1,1,2877102495,445000
1520,3640,1230,4400200057,0,0,3,8,3,3,2.0,2,1,4400200057,761000
1130,5184,1650,1049010300,0,0,3,7,4,3,1.0,1,0,1049010300,435000
1180,8410,1540,6802210090,0,0,3,7,3,2,1.0,1,0,6802210090,252000
1660,8906,1640,726049232,0,0,3,7,3,1,1.5,1,1,726049232,350000
1220,8119,1910,3262300940,0,0,4,7,3,1,1.0,1,0,3262300940,875000
1220,8119,1910,3262300940,0,0,4,7,3,1,1.0,1,0,3262300940,940000
1780,8449,2140,1214700090,0,0,3,7,3,1,1.0,1,1,1214700090,280000
2180,4607,2540,8564950300,0,0,3,8,3,1,2.0,2,0,8564950300,450000
3520,165963,2310,3321069006,0,0,3,9,3,1,2.5,2,0,3321069006,905000
2220,19249,2420,3751601501,0,0,3,8,3,1,2.0,2,0,3751601501,382450
1610,15725,1610,1156000100,0,0,4,7,3,1,1.0,1,0,1156000100,246700
1070,8400,1480,3972900735,0,0,3,6,3,1,1.0,1,1,3972900735,220000
910,4880,1200,6888900115,0,0,2,6,3,2,1.0,1,1,6888900115,555750
1160,8906,1160,3031200165,0,0,3,7,3,1,1.0,1,1,3031200165,262500
910,5200,1600,5683000033,0,0,3,7,2,1,1.0,1,1,5683000033,515000
2970,27917,2040,7230000265,0,0,3,9,3,1,2.0,2,0,7230000265,499500
790,7137,1240,985001015,0,0,3,6,1,1,1.0,1,1,985001015,135000
1540,7072,1540,2815600215,0,0,3,7,2,1,2.0,1,1,2815600215,462500
2530,23000,3680,3585900090,0,4,3,9,4,3,1.0,1,1,3585900090,937500
1280,9570,1390,5101407370,0,0,3,7,3,2,1.0,1,1,5101407370,458000
2100,6122,2200,871001105,0,0,3,8,4,4,1.5,1,1,871001105,845000
2675,39438,2300,424069233,0,0,3,8,3,1,2.0,1,0,424069233,660000
1340,6458,1630,3830630090,0,0,4,7,3,1,1.0,1,0,3830630090,265000
2450,6291,1460,1997200215,0,0,3,7,9,4,2.5,1,1,1997200215,599999
1800,8390,1770,1898310110,0,0,3,8,3,1,2.0,1,0,1898310110,280000
2990,48760,3500,3407700047,0,0,4,10,3,1,2.0,1,0,3407700047,1060000
1930,15300,3160,9542100165,0,0,4,9,4,4,1.0,1,0,9542100165,875000
920,7276,1120,7140800100,0,0,4,6,3,1,1.0,1,0,7140800100,125000
3280,5004,2600,7202340930,0,0,3,7,4,1,2.0,2,0,7202340930,634800
1440,43560,1740,9262800057,0,0,2,7,4,1,1.0,1,0,9262800057,269950
1100,8954,2180,1159100100,0,0,4,8,3,3,1.0,1,1,1159100100,359950
1590,9960,1970,7230900100,0,0,4,8,3,1,1.0,1,0,7230900100,417000
1340,4273,1350,8682301910,0,0,3,8,2,1,1.0,2,0,8682301910,389000
3770,9685,3710,7701450110,0,2,3,11,4,1,2.0,2,0,7701450110,1040000
1340,9875,2200,1725059209,0,0,5,7,6,4,1.0,1,0,1725059209,698000
2820,10125,1560,4025300195,0,0,3,8,4,1,2.0,2,1,4025300195,685000
1520,8602,1240,985000900,0,0,3,5,3,1,1.0,1,1,985000900,198500
2560,5428,2620,7140700850,0,0,3,8,4,1,2.0,3,0,7140700850,350000
2160,189050,2340,522079067,0,0,3,8,3,4,1.0,1,0,522079067,649950
1540,7500,1560,1387300940,0,0,3,7,3,1,1.0,1,0,1387300940,441000
1430,10035,2040,8562700090,0,0,4,8,3,1,1.0,1,0,8562700090,462600
2506,8260,2070,2122059236,0,0,3,7,4,1,2.0,2,0,2122059236,365070
1200,7500,1440,514500090,0,0,5,7,4,4,1.0,1,0,514500090,550000
1370,4800,1990,5680001095,0,0,4,7,5,4,1.0,1,1,5680001095,470000
1540,7500,1090,2475900855,0,0,3,6,3,1,1.0,1,0,2475900855,340000
2040,36884,3050,8669400100,0,0,4,9,4,4,1.0,1,0,8669400100,910000
1190,9861,1880,3824100051,0,0,3,7,4,3,1.0,1,0,3824100051,405000
1420,5750,1810,952004875,0,2,4,8,4,3,1.5,1,1,952004875,661000
2410,7184,2240,9522350090,0,0,3,9,4,1,2.0,1,0,9522350090,635000
950,8455,1790,1787600252,0,0,3,7,2,2,1.0,1,1,1787600252,282000
1720,10205,1350,7148000315,0,0,3,7,4,1,2.0,1,1,7148000315,235000
1260,13000,1430,2180001080,0,0,4,7,3,1,2.0,1,0,2180001080,277500
1430,8959,1680,1328330590,0,0,4,8,5,3,1.0,1,0,1328330590,346500
1490,6050,2010,34001304,0,0,3,7,5,3,1.0,1,1,34001304,480000
1930,6548,2170,1558500100,0,0,3,8,4,1,2.0,2,0,1558500100,360000
1420,6055,1710,2887950110,0,0,3,7,3,2,1.0,1,0,2887950110,245000
1240,1662,1560,6852700412,0,0,3,8,3,2,2.0,2,1,6852700412,625000
1450,4000,2070,1798000100,0,0,4,8,5,3,1.5,1,1,1798000100,750500
1180,9829,1750,9516500100,0,0,3,8,3,2,1.0,1,0,9516500100,525000
2950,28945,2870,203400090,0,0,3,9,4,3,2.0,2,0,203400090,740000
1240,7500,1260,4036800805,0,0,4,7,3,1,1.0,1,0,4036800805,523000
1090,5225,1640,7129302615,0,0,5,8,3,1,1.5,1,1,7129302615,292000
1820,8280,2660,7278700100,0,2,3,8,4,3,1.0,1,1,7278700100,625000
3110,13353,4240,7852070090,0,2,3,9,3,1,2.0,2,0,7852070090,700000
1280,1602,1480,1250200552,0,0,3,7,3,2,2.0,2,1,1250200552,399950
1650,1883,1740,9126100608,0,0,3,8,4,2,3.0,2,1,9126100608,545000
870,7200,1560,396100025,0,0,5,6,4,3,1.0,1,1,396100025,339999
2180,6000,2880,9184700600,0,0,5,8,4,4,2.0,1,1,9184700600,1210000
1990,4506,2280,4221250090,0,0,3,8,3,1,2.0,2,0,4221250090,545000
1960,8400,2080,8731901810,0,0,4,8,4,1,1.0,1,0,8731901810,260000
960,4080,1680,7977201707,0,0,3,7,3,3,1.0,1,1,7977201707,526000
2910,6091,3040,3260350090,0,0,3,9,4,1,2.0,2,0,3260350090,701000
1210,7308,1480,7399300850,0,0,4,7,3,2,1.0,1,0,7399300850,290000
580,4000,1260,461002551,0,0,3,7,1,1,1.0,1,1,461002551,330600
1270,8280,1950,9158100090,0,0,3,7,3,4,1.0,1,1,9158100090,550500
950,2550,1360,9358002305,0,0,3,7,2,1,1.0,1,1,9358002305,430000
5760,15996,3140,6447300265,0,0,3,12,4,4,2.0,2,0,6447300265,4000000
810,4560,1490,2235000015,0,0,3,7,2,1,1.0,1,1,2235000015,260600
2720,4545,2000,9523104345,0,2,4,8,5,4,2.0,1,1,9523104345,825000
1300,9450,1700,6139100056,0,0,5,7,4,3,1.0,1,1,6139100056,378950
2650,13218,2590,808300090,0,0,3,7,4,1,2.0,2,0,808300090,435000
1250,5191,1610,8077100031,0,0,3,9,3,2,2.0,3,1,8077100031,631000
2480,8303,2300,1402650110,0,0,3,8,3,1,2.0,1,0,1402650110,415000
1070,7560,1650,7985000100,0,0,3,8,3,2,1.0,1,0,7985000100,222000
1390,7875,1390,1796350690,0,0,3,7,3,1,1.0,1,0,1796350690,245000
2880,10514,2960,7504110110,0,0,4,10,3,1,2.0,1,0,7504110110,720000
1060,8760,1620,4324500490,0,0,4,7,3,1,1.0,1,0,4324500490,215000
830,4080,1760,1257202120,0,0,3,7,2,2,1.0,1,1,1257202120,579100
870,14326,2460,3987700115,0,0,4,7,4,3,1.5,1,0,3987700115,522500
910,4000,1620,9137101353,0,0,4,7,3,3,1.0,1,1,9137101353,489000
1230,1572,1280,3298701066,0,0,4,6,3,1,1.5,1,1,3298701066,240000
1510,3657,1510,8682290100,0,0,3,8,3,1,1.0,2,0,8682290100,420250
2120,14190,2700,4055700778,0,0,3,8,4,4,2.0,1,0,4055700778,523000
1430,5874,2030,438000025,0,0,3,8,4,3,1.0,1,1,438000025,628000
1920,7645,2300,2474400300,0,0,4,8,4,1,2.0,1,0,2474400300,320000
1980,20580,1700,87000283,0,0,3,8,3,1,2.0,2,0,87000283,359950
1200,7500,1200,2946001645,0,0,4,6,2,1,1.0,1,1,2946001645,232000
1210,6050,2660,9294300495,0,2,4,8,4,3,1.0,1,1,9294300495,810000
1890,6564,1420,492000475,0,0,4,7,4,2,1.5,1,0,492000475,245000
1470,8192,1510,3876540600,0,0,3,7,3,2,1.0,1,0,3876540600,273000
1720,16624,3180,4122500100,0,0,3,8,5,3,1.0,1,0,4122500100,1190000
1450,6250,1950,2461900945,0,0,4,7,5,3,1.5,1,1,2461900945,438000
2110,10077,880,7221400495,0,0,4,8,3,1,1.0,1,0,7221400495,400000
1250,4800,1404,2349300090,0,0,4,7,3,1,1.0,1,1,2349300090,340000
1380,3400,1430,9523100459,0,0,3,9,2,1,3.0,2,1,9523100459,552000
2050,4080,1890,3856904580,0,0,3,8,3,1,2.0,1,1,3856904580,790000
1800,16640,1440,7345600755,0,0,3,8,3,1,2.0,1,1,7345600755,360000
1310,13154,1530,798000457,0,0,3,7,3,1,1.0,1,1,798000457,235000
1010,3600,1540,7986400945,0,0,3,7,2,1,1.0,1,1,7986400945,775000
1850,10500,1250,395300100,0,0,5,7,3,1,1.5,1,0,395300100,489200
1750,7910,1680,2473510090,0,0,4,8,3,1,2.0,1,0,2473510090,341000
2154,5769,2305,1329300300,0,0,3,8,4,1,2.0,3,0,1329300300,335000
1010,1942,1170,952007069,0,0,3,8,3,2,2.0,2,1,952007069,393500
980,6363,2190,8073000265,0,3,4,6,3,3,1.0,1,1,8073000265,360000
870,5750,1270,952004745,0,0,3,6,4,2,1.0,1,1,952004745,400800
1190,5559,1810,1376800115,0,0,3,7,3,2,1.0,1,1,1376800115,585000
2480,5000,3200,6613000750,0,3,3,9,4,4,2.0,1,1,6613000750,1600000
4390,28475,3420,2303900090,0,4,4,12,4,4,2.0,1,1,2303900090,2880000
1220,12600,1510,6713700025,0,0,4,7,3,1,1.0,1,1,6713700025,300000
1810,4560,2000,4083304535,0,0,5,7,4,4,2.0,1,1,4083304535,1050000
1040,1110,1220,3626039403,0,0,3,7,3,2,2.0,2,1,3626039403,360000
2220,4800,1660,254000100,0,1,4,8,4,3,2.0,1,1,254000100,665900
2000,7080,1800,2724049076,0,0,4,7,4,3,1.5,1,1,2724049076,470000
1070,7975,1310,8562500690,0,0,4,8,4,4,1.0,1,0,8562500690,581000
1500,8403,1400,3834500195,0,0,3,8,6,4,1.0,1,1,3834500195,527000
880,7245,1550,2207100405,0,0,4,7,4,3,1.0,1,0,2207100405,423000
2040,4416,1860,9482700475,0,0,3,7,4,3,1.5,1,1,9482700475,875000
1020,6678,1440,7905200386,0,0,3,7,3,1,1.0,1,1,7905200386,410000
2200,6098,2320,8680500090,0,0,3,9,3,1,2.0,2,0,8680500090,606000
3240,204732,2570,3424089119,0,0,3,7,3,1,2.0,2,0,3424089119,654000
490,18297,800,1437500015,0,0,4,5,3,1,1.5,1,0,1437500015,150000
1550,6771,1800,3298700110,0,0,3,7,3,4,1.0,2,1,3298700110,373000
1240,5693,1310,6300000337,0,0,4,7,5,4,1.0,1,1,6300000337,550000
1900,9583,1980,8561200110,0,0,3,8,3,1,2.0,1,0,8561200110,512500
2640,6383,2640,2781250110,0,0,3,7,4,1,2.0,2,0,2781250110,360000
1340,1321,1340,4442800008,0,0,3,8,3,1,3.0,2,1,4442800008,369000
3220,4921,3220,2619920110,0,0,3,9,4,1,2.0,2,0,2619920110,825000
930,11250,1280,7334501130,0,0,3,7,3,1,1.0,1,0,7334501130,255000
2260,10800,3490,9471200115,0,0,3,10,4,3,1.0,1,1,9471200115,1290000
2630,8575,1780,2597500090,0,0,4,8,5,1,1.5,1,0,2597500090,270000
1730,4313,1610,8665050490,0,0,3,8,3,1,2.0,2,0,8665050490,480680
1220,7725,2160,1736800740,0,0,3,8,4,3,1.0,1,0,1736800740,525000
880,9238,1170,6163901751,0,0,5,6,3,1,1.5,1,1,6163901751,291500
1800,13551,1730,2323059184,0,0,4,7,4,1,1.0,1,0,2323059184,305000
1600,7461,1620,7349650490,0,0,3,7,3,1,1.0,2,0,7349650490,285000
3280,21074,3530,1025039086,1,3,3,11,3,1,2.0,1,1,1025039086,1880000
1790,7000,2380,274100090,0,0,3,7,5,4,1.0,1,0,274100090,329500
2890,11151,2870,3342104046,1,4,3,10,4,1,3.0,1,0,3342104046,1570000
1330,8125,2100,7893801862,0,0,3,7,3,2,1.0,1,1,7893801862,379260
1590,3411,1590,7852060490,0,0,3,7,3,1,2.0,2,0,7852060490,356000
1710,10133,1360,7923300115,0,0,4,7,4,1,1.0,1,0,7923300115,571900
1995,13640,1980,2868300115,0,0,3,7,3,1,2.0,1,1,2868300115,271500
1300,7713,1520,9477001270,0,0,4,7,3,1,1.0,1,0,9477001270,390000
2040,204296,2770,522069119,0,0,3,8,3,3,1.0,1,0,522069119,550000
1360,2092,1920,2025049175,0,0,3,8,2,1,2.0,2,1,2025049175,755000
1300,3675,1880,2771604226,0,0,3,8,2,2,2.0,1,1,2771604226,509500
1080,6211,1200,2917200615,0,0,3,7,2,2,1.0,1,1,2917200615,486700
1170,4000,1530,9551201295,0,0,3,7,2,1,1.5,1,1,9551201295,527500
1510,3600,1780,7443000985,0,0,3,6,5,3,1.5,1,1,7443000985,475000
1810,2537,1800,3395041194,0,0,3,7,3,2,2.0,2,1,3395041194,268000
3250,47480,2370,1024069162,0,0,4,8,3,1,2.0,1,0,1024069162,562000
1310,13475,2810,5452800735,0,0,4,9,4,3,1.0,1,0,5452800735,780000
2830,2450,1960,2902200015,0,0,3,7,9,3,2.0,1,1,2902200015,700000
1040,3000,1790,1698900195,0,0,4,8,3,3,1.0,1,1,1698900195,710000
910,5664,1500,442000015,0,0,4,7,3,2,1.0,1,1,442000015,445000
2250,84070,2760,222069058,0,0,3,9,3,1,1.0,2,0,222069058,729000
1689,1384,1459,2926049449,0,0,3,8,3,1,3.0,2,1,2926049449,384400
1430,13452,1920,6071800100,0,0,3,8,6,4,1.0,1,0,6071800100,815000
2710,3586,1810,4003000110,0,0,4,10,4,1,3.0,1,1,4003000110,865000
1770,11250,2250,925059198,0,0,4,7,3,1,1.0,1,0,925059198,514000
1860,13193,2580,6072700110,0,0,3,8,4,3,1.0,1,0,6072700110,615000
2000,47920,3460,1926069143,0,0,4,8,4,4,1.0,1,0,1926069143,865000
3110,7000,3090,2871000300,0,0,3,9,4,1,2.0,2,0,2871000300,755000
1080,8502,1580,6163900301,0,0,3,7,4,2,1.0,1,1,6163900301,425000
940,8740,1330,4318200090,0,0,3,6,2,1,1.0,1,1,4318200090,375000
2680,4548,2750,9526600090,0,0,3,8,4,1,2.0,2,0,9526600090,750000
3190,5773,3160,629420100,0,0,3,9,4,1,2.0,2,0,629420100,722000
1920,4500,1790,6905200215,0,1,3,9,3,1,2.0,1,1,6905200215,1010000
2610,8458,2610,7202430110,0,0,3,9,3,1,2.0,2,0,7202430110,725000
1040,24090,1270,87000245,0,0,2,6,3,1,1.0,1,0,87000245,170000
2270,167378,1910,6667400090,0,0,3,11,4,3,1.0,1,0,6667400090,845000
1450,8653,1450,6802200100,0,0,4,7,3,1,2.0,1,0,6802200100,271900
2782,3870,1100,913000315,0,4,4,9,6,4,3.0,1,1,913000315,1300000
1500,7800,2210,8732030490,0,0,3,8,4,3,1.0,1,0,8732030490,261500
2170,5000,2170,3629920600,0,0,3,9,3,1,2.0,2,0,3629920600,619500
1450,10800,1300,1524079156,0,0,3,7,5,3,1.0,1,0,1524079156,435000
1000,5250,1320,6450301690,0,0,3,7,3,1,1.0,1,1,6450301690,210000
790,5350,1350,5309101050,0,0,4,7,3,3,1.0,1,1,5309101050,489950
1100,8120,1480,8857600820,0,0,3,7,4,4,1.0,1,0,8857600820,260000
1370,8187,1370,3500100025,0,0,3,7,4,1,1.0,1,1,3500100025,300000
1330,14034,2310,5152100110,0,2,3,8,4,3,1.0,1,0,5152100110,530000
1370,15260,2100,3298600850,0,0,4,8,3,1,1.0,1,0,3298600850,235000
1370,4000,1370,3856902250,0,0,4,8,3,1,2.0,1,1,3856902250,593500
2330,30494,1830,8887001140,0,2,4,8,3,3,2.0,1,0,8887001140,562000
3190,206474,2930,2621069066,0,0,3,9,3,1,2.0,1,0,2621069066,585000
3300,20008,4020,251620090,0,1,3,10,4,3,1.0,1,0,251620090,2400000
1690,7532,1690,3546000090,0,0,3,7,3,1,1.0,1,0,3546000090,199500
1690,4500,1230,3359500755,0,0,3,7,5,1,1.5,1,1,3359500755,544500
1430,10075,1670,3579800485,0,0,3,7,3,1,1.0,1,0,3579800485,394900
1980,3840,1480,2919201335,0,0,3,9,4,1,2.0,2,1,2919201335,912000
1490,7943,1640,1796370930,0,0,4,7,3,1,2.0,1,0,1796370930,260000
1900,10669,2930,3864000090,0,2,5,8,5,4,1.0,1,0,3864000090,858000
1870,15993,3560,8651100110,0,1,5,9,4,3,1.0,1,0,8651100110,1280000
1490,8372,1180,8731730590,0,0,4,7,4,1,1.0,1,0,8731730590,242150
1230,7210,1540,1761100300,0,0,3,7,3,1,1.0,1,0,1761100300,220000
1340,7840,1690,9542800820,0,0,4,7,3,3,1.0,1,0,9542800820,235000
1530,9883,1940,2644900110,0,0,4,7,3,1,1.0,1,1,2644900110,370000
1390,44866,2410,1626069198,0,0,3,8,3,3,1.0,1,0,1626069198,450000
1280,6380,1870,5101408593,0,0,3,8,5,3,1.0,1,1,5101408593,534950
3470,9380,3450,7853270100,0,0,3,9,4,1,2.0,2,0,7853270100,730000
1550,15390,2350,3308030100,0,0,4,8,4,4,1.0,1,0,3308030100,465000
1100,6050,1770,1330280100,0,0,4,7,3,1,1.0,1,0,1330280100,178000
1080,7600,1800,2212200090,0,0,3,7,3,3,1.0,1,0,2212200090,215000
1210,7989,2450,9264921140,0,0,3,8,3,3,1.0,1,0,9264921140,300000
1230,8089,1950,8902000068,0,2,3,7,3,2,1.0,1,1,8902000068,430000
1280,4366,1280,7338000850,0,0,4,6,3,1,2.0,1,0,7338000850,183000
1530,1750,1760,2770600853,0,0,3,8,3,2,2.5,2,1,2770600853,585000
1170,3330,1090,4239400740,0,0,4,6,3,1,2.0,1,0,4239400740,192950
1550,6350,1340,6184700100,0,0,3,7,2,1,1.0,1,1,6184700100,599000
1060,7457,1060,3157600615,0,0,4,7,3,1,1.0,1,1,3157600615,326500
1040,3844,1040,6145601810,0,0,3,7,2,1,1.0,1,1,6145601810,358803
1550,10800,2610,1235700042,0,0,5,7,3,1,2.0,2,0,1235700042,537000
1580,24121,2800,7781600025,1,4,4,9,3,3,1.0,1,1,7781600025,1160000
920,6180,1210,7116500705,0,0,4,6,2,1,1.0,1,0,7116500705,156000
1250,8792,1250,2320069206,0,0,5,6,3,1,1.5,1,0,2320069206,219000
1630,5400,2520,1794501390,0,0,4,8,3,3,2.0,1,1,1794501390,1190000
1380,8366,1920,2122059160,0,2,3,8,5,3,1.0,1,0,2122059160,248000
1340,232230,2250,2421069039,0,0,4,7,3,1,1.0,1,0,2421069039,340000
1400,15300,2440,5452800495,0,0,4,8,5,4,1.0,1,0,5452800495,899100
1830,8624,1850,4024100961,0,0,3,7,3,1,1.0,1,1,4024100961,346950
1740,3578,1520,7857001560,0,0,3,6,3,2,2.0,1,1,7857001560,330000
1410,8250,1580,9540100025,0,0,3,7,3,1,1.0,1,1,9540100025,325000
1460,7210,2050,2473410740,0,0,3,8,3,1,1.0,1,0,2473410740,315000
1200,1627,1680,2770604365,0,0,3,9,3,2,2.0,3,1,2770604365,649950
1130,1358,1350,173000025,0,0,4,6,3,1,1.5,1,1,173000025,316000
1620,2828,1750,7853340490,0,0,3,8,2,1,2.0,2,0,7853340490,386000
1450,12178,1830,239000115,0,0,3,7,2,3,1.0,1,1,239000115,535000
1520,1500,1520,9528101032,0,0,3,7,3,1,3.0,2,1,9528101032,600000
2840,9900,2630,5416100110,0,0,3,8,4,1,2.0,2,0,5416100110,339000
1520,8464,1740,4331000265,0,0,3,7,3,1,1.0,1,1,4331000265,167000
1740,4800,1600,5249803885,0,0,3,8,3,1,1.0,1,1,5249803885,430000
4000,8048,3920,7853301390,0,0,3,9,4,1,2.0,2,0,7853301390,688000
1670,6000,2780,1376800025,0,3,4,9,3,4,1.0,1,1,1376800025,834500
2140,8750,3110,7639900025,0,4,5,9,4,4,1.0,1,1,7639900025,1080000
1060,5971,1900,2822059262,0,0,3,7,3,1,1.0,1,0,2822059262,250000
1290,5040,1160,8113100850,0,0,3,7,3,1,1.5,1,1,8113100850,402500
1600,7300,2020,565300110,0,0,3,8,3,3,1.0,1,0,565300110,432500
1380,11078,2028,1887000100,0,0,3,7,5,4,1.0,1,0,1887000100,485000
1580,9758,2930,8731990090,0,3,4,9,4,4,1.0,1,0,8731990090,560000
2200,8290,1090,3432500705,0,0,3,7,4,1,2.0,1,1,3432500705,410000
1470,7344,1930,1015500300,0,0,3,8,3,2,1.0,1,0,1015500300,455000
